Year,Species,Average US Price (USD/t),Average Price (2005 USD/t)
2005,"LOBSTER, AMERICAN",10429.75011,10429.75011
2005,"LOBSTER, BANDED SPINY",24114.56522,24114.56522
2005,"LOBSTER, CALIFORNIA SPINY",17492.9635,17492.9635
2005,"LOBSTER, CARIBBEAN SPINY",10919.85597,10919.85597
2005,"LOBSTER, SLIPPER",10345.22388,10345.22388
2006,"LOBSTER, AMERICAN",9275.259029,8985.391946
2006,"LOBSTER, BANDED SPINY",21259.64286,20595.24409
2006,"LOBSTER, CALIFORNIA SPINY",20175.52736,19545.00899
2006,"LOBSTER, CARIBBEAN SPINY",12620.29462,12225.88968
2006,"LOBSTER, SLIPPER",8560,8292.485936
2007,"LOBSTER, AMERICAN",10025.426,9438.482827
2007,"LOBSTER, BANDED SPINY",25807.77778,24296.84956
2007,"LOBSTER, CALIFORNIA SPINY",23005.99135,21659.09501
2007,"LOBSTER, CARIBBEAN SPINY",15829.84646,14903.08082
2007,"LOBSTER, SLIPPER",12591.17647,11854.02026
2008,"LOBSTER, AMERICAN",8168.336947,7523.741862
2008,"LOBSTER, BANDED SPINY",26737.11111,24627.18219
2008,"LOBSTER, CALIFORNIA SPINY",23818.11124,21938.5319
2008,"LOBSTER, CARIBBEAN SPINY",14222.94565,13100.55796
2008,"LOBSTER, SLIPPER",7351.166667,6771.057652
2009,"LOBSTER, AMERICAN",6807.643762,6215.796129
2009,"LOBSTER, BANDED SPINY",27214.4,24848.41571
2009,"LOBSTER, CALIFORNIA SPINY",24771.63284,22618.01953
2009,"LOBSTER, CARIBBEAN SPINY",6881.998654,6283.686704
2009,"LOBSTER, SLIPPER",10737.5,9803.995812
2010,"LOBSTER, AMERICAN",7576.229808,6826.246422
2010,"LOBSTER, BANDED SPINY",27091.16279,24409.36426
2010,"LOBSTER, CALIFORNIA SPINY",35077.6032,31605.21387
2010,"LOBSTER, CARIBBEAN SPINY",13598.87942,12252.70409
2010,"LOBSTER, SLIPPER",7291.818182,6569.989169
2011,"LOBSTER, AMERICAN",7384.415605,6514.814749
2011,"LOBSTER, BANDED SPINY",23127.33333,20403.82074
2011,"LOBSTER, CALIFORNIA SPINY",38064.84155,33582.26357
2011,"LOBSTER, CARIBBEAN SPINY",14713.56111,12980.8681
2011,"LOBSTER, SLIPPER",8501.111111,7500.006367
2012,"LOBSTER, AMERICAN",6328.428527,5454.259061
2012,"LOBSTER, BANDED SPINY",26453.51351,22799.3909
2012,"LOBSTER, CALIFORNIA SPINY",34586.03622,29808.53787
2012,"LOBSTER, CARIBBEAN SPINY",12796.10775,11028.5336
2012,"LOBSTER, SLIPPER",13711.66667,11817.62294
1950,ROCKFISHES,92.44300404,656.7151007
1951,"ROCKFISH, PACIFIC OCEAN PERCH",110.2245189,717.782067
1951,ROCKFISHES,122.5465585,798.0231887
1952,"ROCKFISH, PACIFIC OCEAN PERCH",106.5819054,678.9267375
1952,ROCKFISHES,120.3855023,766.8556498
1953,"ROCKFISH, PACIFIC OCEAN PERCH",89.14449584,562.9474912
1953,ROCKFISHES,92.73918066,585.6479258
1954,"ROCKFISH, PACIFIC OCEAN PERCH",87.697545,548.9866317
1954,ROCKFISHES,90.59228997,567.1077352
1955,"ROCKFISH, PACIFIC OCEAN PERCH",81.72678928,513.2442367
1955,ROCKFISHES,85.75469402,538.5394785
1956,"ROCKFISH, PACIFIC OCEAN PERCH",83.95971137,518.8710162
1956,ROCKFISHES,86.91688826,537.1463694
1957,"ROCKFISH, PACIFIC OCEAN PERCH",93.3802542,555.6125125
1957,ROCKFISHES,88.57979782,527.049797
1958,"ROCKFISH, PACIFIC OCEAN PERCH",91.87885802,528.3034336
1958,ROCKFISHES,92.69799123,533.0134496
1959,"ROCKFISH, PACIFIC OCEAN PERCH",107.5342935,614.1283499
1959,ROCKFISHES,99.96128624,570.8789057
1960,"ROCKFISH, PACIFIC OCEAN PERCH",105.4101835,565.9632856
1960,ROCKFISHES,102.1712222,548.5728103
1961,"ROCKFISH, PACIFIC OCEAN PERCH",105.2314725,558.1406038
1961,ROCKFISHES,100.6732882,533.9643031
1962,"ROCKFISH, PACIFIC OCEAN PERCH",105.8398646,553.8013574
1962,ROCKFISHES,111.2401116,582.0578569
1963,"ROCKFISH, PACIFIC OCEAN PERCH",109.6718031,567.8344701
1963,ROCKFISHES,117.0283339,605.9234923
1964,"ROCKFISH, PACIFIC OCEAN PERCH",104.968886,535.4066413
1964,ROCKFISHES,114.4840889,583.9400977
1965,"ROCKFISH, PACIFIC OCEAN PERCH",103.7607017,519.4869097
1965,ROCKFISHES,119.2579957,597.0754498
1966,"ROCKFISH, PACIFIC OCEAN PERCH",111.369613,541.5888956
1966,ROCKFISHES,121.9527951,593.0547644
1967,"ROCKFISH, PACIFIC OCEAN PERCH",122.995584,580.1643332
1967,ROCKFISHES,132.2363848,623.7527521
1968,"ROCKFISH, PACIFIC OCEAN PERCH",111.8152908,505.8974087
1968,ROCKFISHES,131.4175092,594.5857394
1969,ROCKFISHES,134.5014432,581.0416469
1970,"ROCKFISH, PACIFIC OCEAN PERCH",139.0949266,571.879941
1970,ROCKFISHES,146.2013925,601.0977238
1971,"ROCKFISH, PACIFIC OCEAN PERCH",146.5189547,573.7946057
1971,ROCKFISHES,195.4721473,765.5041211
1972,"ROCKFISH, PACIFIC OCEAN PERCH",165.2242316,620.4068739
1972,ROCKFISHES,175.9043363,660.5100133
1973,"ROCKFISH, PACIFIC OCEAN PERCH",188.4658916,670.5245628
1973,ROCKFISHES,202.2835255,719.6849857
1974,"ROCKFISH, PACIFIC OCEAN PERCH",230.4155908,751.5217171
1974,ROCKFISHES,272.9497609,890.2508388
1975,"ROCKFISH, PACIFIC OCEAN PERCH",227.0086002,676.3692857
1975,ROCKFISHES,278.5058964,829.8048359
1976,"ROCKFISH, PACIFIC OCEAN PERCH",260.1596314,733.2673486
1976,ROCKFISHES,311.5075982,877.9930592
1977,"ROCKFISH, PACIFIC OCEAN PERCH",324.8665872,860.8093344
1977,ROCKFISHES,357.8118522,948.1054517
1978,"ROCKFISH, PACIFIC OCEAN PERCH",396.124457,980.8605458
1978,ROCKFISHES,439.1090321,1087.296473
1979,"ROCKFISH, BLACK",710.656,1624.184939
1979,"ROCKFISH, BLACKGILL",915.5555556,2092.477295
1979,"ROCKFISH, BLUE",677.9953917,1549.540008
1979,"ROCKFISH, BROWN",927.408,2119.565734
1979,"ROCKFISH, CANARY",,
1979,"ROCKFISH, CHILIPEPPER",699.3548387,1598.356443
1979,"ROCKFISH, CHINA",1052.115385,2404.581066
1979,"ROCKFISH, COWCOD",1052.746914,2406.024409
1979,"ROCKFISH, PACIFIC OCEAN PERCH",448.182754,1024.309482
1979,"ROCKFISH, SHORTBELLY",222.2222222,507.8828386
1979,"ROCKFISH, SPLITNOSE",388.9478417,888.9297027
1979,"ROCKFISH, WIDOW",372.5,851.3386082
1979,"ROCKFISH, YELLOWEYE",1012.515284,2314.076114
1979,"ROCKFISH, YELLOWTAIL",563.4598214,1287.772081
1979,ROCKFISHES,496.4582763,1134.641874
1980,"ROCKFISH, BLACK",656.2553191,1374.496236
1980,"ROCKFISH, BLACKGILL",581.6666667,1218.273773
1980,"ROCKFISH, BLUE",636.7597765,1333.663729
1980,"ROCKFISH, BOCACCIO",427.8253779,896.0603507
1980,"ROCKFISH, BROWN",1302.289308,2727.584371
1980,"ROCKFISH, CANARY",350,733.0587173
1980,"ROCKFISH, CHILIPEPPER",451.0909091,944.7889234
1980,"ROCKFISH, CHINA",596.3868613,1249.104536
1980,"ROCKFISH, COWCOD",1058.022472,2215.978846
1980,"ROCKFISH, PACIFIC OCEAN PERCH",392.230127,821.5077537
1980,"ROCKFISH, SPLITNOSE",353.6111111,740.6220215
1980,"ROCKFISH, WIDOW",270.5714286,566.6992696
1980,"ROCKFISH, YELLOWEYE",959.7524752,2010.15691
1980,"ROCKFISH, YELLOWTAIL",758.3174603,1588.260642
1980,ROCKFISHES,375.2785717,786.0035096
1981,"ROCKFISH, BLACK",623.4117647,1193.818064
1981,"ROCKFISH, BLUE",680.5236908,1303.185985
1981,"ROCKFISH, BOCACCIO",421.9890609,808.0985827
1981,"ROCKFISH, BROWN",419.2208598,802.7975465
1981,"ROCKFISH, CHILIPEPPER",844.9056604,1617.973379
1981,"ROCKFISH, CHINA",603.0275229,1154.782746
1981,"ROCKFISH, COPPER",1091.515152,2090.224437
1981,"ROCKFISH, COWCOD",1187.080537,2273.229779
1981,"ROCKFISH, GOPHER",2009.646182,3848.422584
1981,"ROCKFISH, GRASS",1020,1953.274696
1981,"ROCKFISH, OLIVE",856.1538462,1639.513376
1981,"ROCKFISH, PACIFIC OCEAN PERCH",352.6718829,675.3579065
1981,"ROCKFISH, SPECKLED",4440,8502.489851
1981,"ROCKFISH, SPLITNOSE",323.6423841,619.7671365
1981,"ROCKFISH, VERMILION",1325.515464,2538.32923
1981,"ROCKFISH, WIDOW",339.538919,650.2086064
1981,"ROCKFISH, YELLOWEYE",1168.913043,2238.43948
1981,"ROCKFISH, YELLOWTAIL",779.8300971,1493.35529
1981,ROCKFISHES,366.5736882,701.9795187
1982,"ROCKFISH, BLACK",485.414966,876.1742392
1982,"ROCKFISH, BLACKGILL",699.4545455,1262.51578
1982,"ROCKFISH, BLUE",637.5641026,1150.803501
1982,"ROCKFISH, BOCACCIO",483.9356877,873.5041411
1982,"ROCKFISH, BROWN",612.7409433,1105.997687
1982,"ROCKFISH, CHILIPEPPER",709.4676806,1280.589493
1982,"ROCKFISH, CHINA",682.1621622,1231.30302
1982,"ROCKFISH, COPPER",985.7142857,1779.214744
1982,"ROCKFISH, COWCOD",1327.324263,2395.820912
1982,"ROCKFISH, GOPHER",2000.333333,3610.602596
1982,"ROCKFISH, GRASS",,
1982,"ROCKFISH, GREENSPOTTED",898.2075472,1621.26504
1982,"ROCKFISH, OLIVE",937.6923077,1692.535051
1982,"ROCKFISH, PACIFIC OCEAN PERCH",413.0176124,745.4969823
1982,"ROCKFISH, SPLITNOSE",343.6474501,620.2838072
1982,"ROCKFISH, STARRY",623.0434783,1124.593768
1982,"ROCKFISH, VERMILION",1205.555556,2176.028338
1982,"ROCKFISH, WIDOW",319.7065006,577.0703821
1982,"ROCKFISH, YELLOWEYE",477.3492063,861.6155393
1982,"ROCKFISH, YELLOWTAIL",602.0503049,1086.70108
1982,ROCKFISHES,452.0328736,815.9195468
1983,"ROCKFISH, BANK",501.6091052,870.9538345
1983,"ROCKFISH, BLACK",637.2850679,1106.530699
1983,"ROCKFISH, BLACKGILL",548.8636364,953.0028139
1983,"ROCKFISH, BLUE",680.5490196,1181.650756
1983,"ROCKFISH, BOCACCIO",550.9667324,956.6544612
1983,"ROCKFISH, BROWN",697.9746835,1211.907282
1983,"ROCKFISH, CANARY",626.6666667,1088.093758
1983,"ROCKFISH, CHILIPEPPER",752.6923077,1306.914577
1983,"ROCKFISH, CHINA",1085.068493,1884.025938
1983,"ROCKFISH, COPPER",1054.482759,1830.919321
1983,"ROCKFISH, COWCOD",1387.582938,2409.287767
1983,"ROCKFISH, GOPHER",2001.677419,3475.55219
1983,"ROCKFISH, GREENSPOTTED",962.8571429,1671.827947
1983,"ROCKFISH, OLIVE",1367.058824,2373.651339
1983,"ROCKFISH, PACIFIC OCEAN PERCH",469.6555785,815.4722926
1983,"ROCKFISH, STARRY",1910,3316.370869
1983,"ROCKFISH, VERMILION",1175.833333,2041.622729
1983,"ROCKFISH, WIDOW",431.571063,749.3453933
1983,"ROCKFISH, YELLOWEYE",521.1111111,904.8155541
1983,"ROCKFISH, YELLOWTAIL",542.2642369,941.5441458
1983,ROCKFISHES,497.8885894,864.4938292
1984,"ROCKFISH, BANK",561.4473684,939.5649839
1984,"ROCKFISH, BLACK",646.443662,1081.803679
1984,"ROCKFISH, BLACKGILL",1112.046784,1860.97625
1984,"ROCKFISH, BLUE",619.8561151,1037.310233
1984,"ROCKFISH, BOCACCIO",558.8317655,935.1878524
1984,"ROCKFISH, BROWN",579.762533,970.2148511
1984,"ROCKFISH, CANARY",1005.46875,1682.621173
1984,"ROCKFISH, CHILIPEPPER",625.0862069,1046.062632
1984,"ROCKFISH, CHINA",1185.102041,1983.231987
1984,"ROCKFISH, COPPER",1043.333333,1745.986395
1984,"ROCKFISH, COWCOD",1589.600639,2660.148008
1984,"ROCKFISH, GOPHER",2099.666667,3513.727891
1984,"ROCKFISH, GRASS",860,1439.183673
1984,"ROCKFISH, OLIVE",1335,2234.081633
1984,"ROCKFISH, PACIFIC OCEAN PERCH",379.9396508,635.8173749
1984,"ROCKFISH, SHORTBELLY",223.0434783,373.256433
1984,"ROCKFISH, SILVERGRAY",,
1984,"ROCKFISH, WIDOW",499.3632268,835.6690734
1984,"ROCKFISH, YELLOWEYE",959.2317652,1605.244995
1984,"ROCKFISH, YELLOWTAIL",649.9761051,1087.715115
1984,ROCKFISHES,572.4857714,958.0374134
1985,"ROCKFISH, BANK",663.3333333,1077.171669
1985,"ROCKFISH, BLACK",655.2559055,1064.054921
1985,"ROCKFISH, BLACKGILL",1306.210938,2121.125752
1985,"ROCKFISH, BLUE",499.197861,810.6358688
1985,"ROCKFISH, BOCACCIO",841.445663,1366.404164
1985,"ROCKFISH, BROWN",899.1176471,1460.056366
1985,"ROCKFISH, CANARY",688.7755102,1118.486632
1985,"ROCKFISH, CHILIPEPPER",736.1783439,1195.462998
1985,"ROCKFISH, CHINA",1397.333333,2269.097305
1985,"ROCKFISH, COPPER",1057.5,1717.249809
1985,"ROCKFISH, COWCOD",1677.718941,2724.409012
1985,"ROCKFISH, DARKBLOTCHED",,
1985,"ROCKFISH, GOPHER",2252.5,3657.78269
1985,"ROCKFISH, KELP",880,1429.011661
1985,"ROCKFISH, PACIFIC OCEAN PERCH",411.56999,668.3389944
1985,"ROCKFISH, ROSY",1335.555556,2168.777799
1985,"ROCKFISH, SILVERGRAY",1142.571429,1855.395335
1985,"ROCKFISH, VERMILION",,
1985,"ROCKFISH, WIDOW",553.0611797,898.1032672
1985,"ROCKFISH, YELLOWEYE",982.6557377,1595.711941
1985,"ROCKFISH, YELLOWTAIL",572.1797693,929.149503
1985,ROCKFISHES,639.91682,1039.146134
1986,"ROCKFISH, BANK",618.4863946,982.3800281
1986,"ROCKFISH, BLACK",527.1428571,837.2934625
1986,"ROCKFISH, BLACKGILL",1037.758755,1648.336138
1986,"ROCKFISH, BLUE",546.5625,868.1388771
1986,"ROCKFISH, BOCACCIO",,
1986,"ROCKFISH, BROWN",833.9588101,1324.628135
1986,"ROCKFISH, CANARY",920,1461.292655
1986,"ROCKFISH, CHILIPEPPER",744.3820225,1182.347807
1986,"ROCKFISH, CHINA",1588.75,2523.509463
1986,"ROCKFISH, COPPER",1147.142857,1822.077643
1986,"ROCKFISH, COWCOD",1860.87619,2955.74425
1986,"ROCKFISH, DARKBLOTCHED",361.4012739,574.0358991
1986,"ROCKFISH, OLIVE",802.5,1274.660169
1986,"ROCKFISH, PACIFIC OCEAN PERCH",523.1943708,831.0218385
1986,"ROCKFISH, REDBANDED",669.5348837,1063.463487
1986,"ROCKFISH, ROSY",1317.142857,2092.099112
1986,"ROCKFISH, SILVERGRAY",461,732.2346893
1986,"ROCKFISH, WIDOW",611.0097769,970.5044558
1986,"ROCKFISH, YELLOWEYE",948.0283181,1505.811759
1986,"ROCKFISH, YELLOWTAIL",633.0401519,1005.496657
1986,ROCKFISHES,688.5118592,1093.605786
1987,"ROCKFISH, BANK",915.1092896,1412.149433
1987,"ROCKFISH, BLACK",802.4313725,1238.270686
1987,"ROCKFISH, BLACK-AND-YELLOW",1040,1604.874332
1987,"ROCKFISH, BLACKGILL",1136.927915,1754.448489
1987,"ROCKFISH, BLUE",769.2929293,1187.13315
1987,"ROCKFISH, BROWN",900.7142857,1389.935806
1987,"ROCKFISH, CANARY",979.8360656,1512.032453
1987,"ROCKFISH, CHILIPEPPER",919.1176471,1418.334923
1987,"ROCKFISH, CHINA",1410.517241,2176.637419
1987,"ROCKFISH, COPPER",1495.625,2307.97132
1987,"ROCKFISH, COWCOD",1981.11349,3057.152106
1987,"ROCKFISH, DARKBLOTCHED",370,570.9649067
1987,"ROCKFISH, PACIFIC OCEAN PERCH",687.9017796,1061.534528
1987,"ROCKFISH, REDBANDED",611.0810811,942.9887904
1987,"ROCKFISH, REDSTRIPE",,
1987,"ROCKFISH, ROSY",1026.956522,1584.74631
1987,"ROCKFISH, SILVERGRAY",496.6666667,766.4303702
1987,"ROCKFISH, SPLITNOSE",2145.294118,3310.507178
1987,"ROCKFISH, WIDOW",712.2677244,1099.134797
1987,"ROCKFISH, YELLOWEYE",1019.731273,1573.596678
1987,"ROCKFISH, YELLOWTAIL",729.9336471,1126.395937
1987,ROCKFISHES,736.5603678,1136.62195
1988,"ROCKFISH, BANK",688.8349515,1027.203569
1988,"ROCKFISH, BLACK",502.9917835,750.0707597
1988,"ROCKFISH, BLACKGILL",1074.018342,1601.59625
1988,"ROCKFISH, BLUE",750.8421053,1119.669797
1988,"ROCKFISH, BOCACCIO",,
1988,"ROCKFISH, BROWN",705.8914729,1052.638573
1988,"ROCKFISH, CANARY",1068.507463,1593.378323
1988,"ROCKFISH, CHILIPEPPER",743.5365854,1108.775669
1988,"ROCKFISH, CHINA",1596.296296,2380.426907
1988,"ROCKFISH, COPPER",1578.571429,2353.995253
1988,"ROCKFISH, COWCOD",2333.386243,3479.589229
1988,"ROCKFISH, DARKBLOTCHED",690,1028.940912
1988,"ROCKFISH, OLIVE",2010,2997.349612
1988,"ROCKFISH, PACIFIC OCEAN PERCH",600.5882097,895.6083767
1988,"ROCKFISH, REDBANDED",786.1728395,1172.355649
1988,"ROCKFISH, REDSTRIPE",,
1988,"ROCKFISH, SILVERGRAY",813.5294118,1213.150282
1988,"ROCKFISH, VERMILION",,
1988,"ROCKFISH, WIDOW",627.8786484,936.3043896
1988,"ROCKFISH, YELLOWEYE",1161.175313,1731.566355
1988,"ROCKFISH, YELLOWMOUTH",885,1319.72856
1988,"ROCKFISH, YELLOWTAIL",639.8155044,954.1048527
1988,ROCKFISHES,736.429747,1098.177819
1989,"ROCKFISH, BANK",594.8447205,854.8630628
1989,"ROCKFISH, BLACK",720.7018813,1035.734867
1989,"ROCKFISH, BLACKGILL",1241.965593,1784.853213
1989,"ROCKFISH, BLUE",820.7017544,1179.446654
1989,"ROCKFISH, BOCACCIO",535,768.8590363
1989,"ROCKFISH, BROWN",631.8613139,908.0603381
1989,"ROCKFISH, CANARY",1316.363636,1891.772106
1989,"ROCKFISH, CHILIPEPPER",733.6024845,1054.274578
1989,"ROCKFISH, CHINA",1489.824561,2141.056218
1989,"ROCKFISH, COPPER",1007.651515,1448.115837
1989,"ROCKFISH, COWCOD",1779.508197,2557.366275
1989,"ROCKFISH, DARKBLOTCHED",360,517.3630899
1989,"ROCKFISH, OLIVE",1310,1882.626799
1989,"ROCKFISH, PACIFIC OCEAN PERCH",551.5529343,792.6475843
1989,"ROCKFISH, REDBANDED",656.3793103,943.2956337
1989,"ROCKFISH, REDSTRIPE",400,574.8478776
1989,"ROCKFISH, SILVERGRAY",615,883.8286119
1989,"ROCKFISH, VERMILION",1845,2651.485836
1989,"ROCKFISH, WIDOW",566.9811257,814.8197419
1989,"ROCKFISH, YELLOWEYE",1210.643073,1739.839003
1989,"ROCKFISH, YELLOWMOUTH",,
1989,"ROCKFISH, YELLOWTAIL",603.5857155,867.4249188
1989,ROCKFISHES,700.2380715,1006.325923
1990,"ROCKFISH, BANK",726.875,1006.436474
1990,"ROCKFISH, BLACK",786.5521191,1089.065852
1990,"ROCKFISH, BLACKGILL",1398.367876,1936.190451
1990,"ROCKFISH, BLUE",987.5980392,1367.435513
1990,"ROCKFISH, BOCACCIO",677.8368121,938.5378383
1990,"ROCKFISH, BROWN",1040,1439.991653
1990,"ROCKFISH, CANARY",1509.635628,2090.252599
1990,"ROCKFISH, CHILIPEPPER",914.047619,1265.59706
1990,"ROCKFISH, CHINA",1925.967742,2666.709109
1990,"ROCKFISH, COPPER",1196.296296,1656.400655
1990,"ROCKFISH, COWCOD",2255.246914,3122.631473
1990,"ROCKFISH, DARKBLOTCHED",710,983.0712249
1990,"ROCKFISH, OLIVE",1173.333333,1624.605968
1990,"ROCKFISH, PACIFIC OCEAN PERCH",466.414468,645.8009048
1990,"ROCKFISH, REDBANDED",635.5172414,879.9418492
1990,"ROCKFISH, REDSTRIPE",655.3333333,907.3793559
1990,"ROCKFISH, ROSY",1441.666667,1996.142276
1990,"ROCKFISH, SILVERGRAY",529.1549296,732.6718095
1990,"ROCKFISH, SPLITNOSE",1537.5,2128.833814
1990,"ROCKFISH, STARRY",3366.666667,4661.511442
1990,"ROCKFISH, VERMILION",,
1990,"ROCKFISH, WIDOW",573.9452882,794.6888697
1990,"ROCKFISH, YELLOWEYE",1211.74772,1677.794811
1990,"ROCKFISH, YELLOWTAIL",616.5683225,853.7050367
1990,ROCKFISHES,536.4181944,742.7285794
1991,"ROCKFISH, BANK",771.0843373,1032.558988
1991,"ROCKFISH, BLACK",612.2142746,819.8160969
1991,"ROCKFISH, BLACKGILL",1344.326443,1800.187456
1991,"ROCKFISH, BLUE",926.0227273,1240.036976
1991,"ROCKFISH, BOCACCIO",738.369753,988.7508902
1991,"ROCKFISH, BROWN",880.7142857,1179.364445
1991,"ROCKFISH, CANARY",1358.34375,1818.958031
1991,"ROCKFISH, CHILIPEPPER",746.7374456,999.9560668
1991,"ROCKFISH, CHINA",2341.1,3134.966864
1991,"ROCKFISH, COPPER",1277.155172,1710.238412
1991,"ROCKFISH, COWCOD",2902.753623,3887.077196
1991,"ROCKFISH, DARKBLOTCHED",760,1017.715953
1991,"ROCKFISH, GRASS",2148.235294,2876.701748
1991,"ROCKFISH, GREENSPOTTED",1556.153846,2083.845518
1991,"ROCKFISH, GREENSTRIPED",1048,1403.376735
1991,"ROCKFISH, OLIVE",670,897.1969582
1991,"ROCKFISH, PACIFIC OCEAN PERCH",461.486273,617.9762393
1991,"ROCKFISH, REDBANDED",507.8289474,680.0337117
1991,"ROCKFISH, REDSTRIPE",832,1114.131148
1991,"ROCKFISH, SHARPCHIN",770,1031.106952
1991,"ROCKFISH, SHORTBELLY",718.75,962.4780802
1991,"ROCKFISH, SILVERGRAY",626.4189189,838.8375352
1991,"ROCKFISH, SPLITNOSE",624.488189,836.2520949
1991,"ROCKFISH, STARRY",3605.228758,4827.761605
1991,"ROCKFISH, VERMILION",1660,2222.905896
1991,"ROCKFISH, WIDOW",603.1077146,807.621503
1991,"ROCKFISH, YELLOWEYE",1206.588651,1615.742788
1991,"ROCKFISH, YELLOWMOUTH",,
1991,"ROCKFISH, YELLOWTAIL",674.6747227,903.456879
1991,ROCKFISHES,877.9532836,1175.667187
1992,"ROCKFISH, BANK",777.9365079,1020.245008
1992,"ROCKFISH, BLACK",651.0929618,853.8927498
1992,"ROCKFISH, BLACKGILL",1225.733035,1607.519376
1992,"ROCKFISH, BLUE",916.3333333,1201.749114
1992,"ROCKFISH, BOCACCIO",823.5305822,1080.040539
1992,"ROCKFISH, BROWN",1150.392157,1508.711628
1992,"ROCKFISH, CANARY",1334.019048,1749.533876
1992,"ROCKFISH, CHILIPEPPER",785.3275022,1029.938119
1992,"ROCKFISH, CHINA",2284.558824,2996.143916
1992,"ROCKFISH, COPPER",1217.345972,1596.519944
1992,"ROCKFISH, COWCOD",2598.534483,3407.915436
1992,"ROCKFISH, DARKBLOTCHED",2110,2767.21422
1992,"ROCKFISH, GOPHER",3057.058824,4009.259074
1992,"ROCKFISH, GRASS",3085.294118,4046.288983
1992,"ROCKFISH, GREENSPOTTED",1422.238806,1865.231966
1992,"ROCKFISH, GREENSTRIPED",958.75,1257.377551
1992,"ROCKFISH, KELP",,
1992,"ROCKFISH, OLIVE",1176.666667,1543.170015
1992,"ROCKFISH, PACIFIC OCEAN PERCH",377.8722478,495.5703589
1992,"ROCKFISH, PINKROSE",730,957.3774314
1992,"ROCKFISH, REDBANDED",567.5369458,744.3110458
1992,"ROCKFISH, REDSTRIPE",832.5,1091.803715
1992,"ROCKFISH, SHARPCHIN",290,380.3280207
1992,"ROCKFISH, SHORTBELLY",791.8346774,1038.472123
1992,"ROCKFISH, SILVERGRAY",546.8722467,717.2097902
1992,"ROCKFISH, SPLITNOSE",612.2680412,802.9748009
1992,"ROCKFISH, STARRY",3366.971831,4415.702525
1992,"ROCKFISH, TREEFISH",,
1992,"ROCKFISH, VERMILION",1361.111111,1785.064465
1992,"ROCKFISH, WIDOW",610.4035445,800.5295583
1992,"ROCKFISH, YELLOWEYE",1118.875849,1467.378749
1992,"ROCKFISH, YELLOWTAIL",698.430561,915.9748719
1992,ROCKFISHES,996.3244641,1306.655557
1993,"ROCKFISH, BANK",902.1286031,1157.737874
1993,"ROCKFISH, BLACK",726.6963351,932.5985976
1993,"ROCKFISH, BLACKGILL",1291.269297,1657.137758
1993,"ROCKFISH, BLUE",1230.762712,1579.487227
1993,"ROCKFISH, BOCACCIO",837.9456271,1075.369283
1993,"ROCKFISH, BROWN",872.1052632,1119.207716
1993,"ROCKFISH, CANARY",1086.319444,1394.11738
1993,"ROCKFISH, CHILIPEPPER",862.3711123,1106.715489
1993,"ROCKFISH, CHINA",2839.714286,3644.319412
1993,"ROCKFISH, COPPER",1840.618557,2362.13973
1993,"ROCKFISH, COWCOD",2740.869565,3517.468012
1993,"ROCKFISH, DARKBLOTCHED",400,513.3360677
1993,"ROCKFISH, FLAG",4630,5941.864984
1993,"ROCKFISH, GOPHER",3660,4697.025019
1993,"ROCKFISH, GRASS",7090.19802,9099.135927
1993,"ROCKFISH, GREENSPOTTED",1511.666667,1939.982556
1993,"ROCKFISH, GREENSTRIPED",791.8181818,1016.172079
1993,"ROCKFISH, KELP",2182.692308,2801.136716
1993,"ROCKFISH, OLIVE",1665,2136.761382
1993,"ROCKFISH, PACIFIC OCEAN PERCH",187.4508531,240.5632095
1993,"ROCKFISH, PINKROSE",910,1167.839554
1993,"ROCKFISH, REDBANDED",575.8783784,739.0478556
1993,"ROCKFISH, REDSTRIPE",888.9189189,1140.785356
1993,"ROCKFISH, SHARPCHIN",,
1993,"ROCKFISH, SILVERGRAY",604.021164,775.1646229
1993,"ROCKFISH, SPLITNOSE",555.5,712.895464
1993,"ROCKFISH, STARRY",3446.722689,4423.317679
1993,"ROCKFISH, TREEFISH",,
1993,"ROCKFISH, VERMILION",1991,2555.130277
1993,"ROCKFISH, WIDOW",616.3703094,791.0127772
1993,"ROCKFISH, YELLOWEYE",1210.959589,1554.073083
1993,"ROCKFISH, YELLOWTAIL",692.4530239,888.6527809
1993,ROCKFISHES,788.9960064,1012.550268
1994,"ROCKFISH, BANK",977.8515625,1229.875594
1994,"ROCKFISH, BLACK",925.4605648,1163.981738
1994,"ROCKFISH, BLACKGILL",1536.851711,1932.948193
1994,"ROCKFISH, BLUE",1177.078313,1480.449533
1994,"ROCKFISH, BOCACCIO",890.5643472,1120.091635
1994,"ROCKFISH, BROWN",3227.428571,4059.241486
1994,"ROCKFISH, CANARY",1504.354354,1892.075214
1994,"ROCKFISH, CHILIPEPPER",967.874479,1217.327092
1994,"ROCKFISH, CHINA",4067.88961,5116.316567
1994,"ROCKFISH, COPPER",3183.982808,4004.598342
1994,"ROCKFISH, COWCOD",2592.810458,3261.061722
1994,"ROCKFISH, DARKBLOTCHED",350,440.2063404
1994,"ROCKFISH, FLAG",2410,3031.135086
1994,"ROCKFISH, GOPHER",2520.70922,3170.377659
1994,"ROCKFISH, GRASS",8907.703927,11203.50785
1994,"ROCKFISH, GREENSPOTTED",2148.211921,2701.875737
1994,"ROCKFISH, GREENSTRIPED",797.1428571,1002.5924
1994,"ROCKFISH, KELP",3446,4334.145854
1994,"ROCKFISH, OLIVE",830,1043.917893
