SpecCode,Genus,Species,,,Sex,tm (y),AgeMatMin,AgeMatMax,Locality,Country,Comment
3982,Sebastes,miniatus,Sebastes miniatus,#N/A,female,5,4,,Northern & central California 1977-1982,USA,
3982,Sebastes,miniatus,Sebastes miniatus,#N/A,male,5,5,,Northern & central California 1977-1982,USA,
3982,Sebastes,miniatus,Sebastes miniatus,#N/A,unsexed,6,,,California Current Region,,
3983,Sebastes,mystinus,Sebastes mystinus,#N/A,female,,4,5,Not specified,,
3983,Sebastes,mystinus,Sebastes mystinus,#N/A,male,,3,4,Not specified,,
3984,Sebastes,nebulosus,Sebastes nebulosus,#N/A,female,4,3,,Northern & central California 1977-1982,USA,
3984,Sebastes,nebulosus,Sebastes nebulosus,#N/A,male,4,3,,Northern & central California 1977-1982,USA,
3984,Sebastes,nebulosus,Sebastes nebulosus,#N/A,unsexed,6,,,California Current Region,,
3986,Sebastes,ovalis,Sebastes ovalis,#N/A,female,4,,,Northern & central California 1977-1982,USA,
3986,Sebastes,ovalis,Sebastes ovalis,#N/A,male,4,,,Northern & central California 1977-1982,USA,
3986,Sebastes,ovalis,Sebastes ovalis,#N/A,unsexed,7,,,California Current Region,,
3987,Sebastes,paucispinis,Sebastes paucispinis,2524,female,4,3,,Northern & central California 1977-1982,USA,
3987,Sebastes,paucispinis,Sebastes paucispinis,2524,male,3,3,,Northern & central California 1977-1982,USA,
3987,Sebastes,paucispinis,Sebastes paucispinis,2524,unsexed,4,3,,California,USA,50% are mature at 41.9 cm or 4 years.
3989,Sebastes,pinniger,Sebastes pinniger,3329,female,9,4,,Northern & central California 1977-1982,USA,
3989,Sebastes,pinniger,Sebastes pinniger,3329,male,7,4,,Northern & central California 1977-1982,USA,
3989,Sebastes,pinniger,Sebastes pinniger,3329,unsexed,,5,6,California,USA,50% of the population are mature.
3989,Sebastes,pinniger,Sebastes pinniger,3329,unsexed,11,,,California Current Region,,
3992,Sebastes,rastrelliger,Sebastes rastrelliger,#N/A,unsexed,3.5,,,California Current Region,,
3994,Sebastes,rosaceus,Sebastes rosaceus,#N/A,female,6,4,,Northern & central California 1977-1982,USA,
3994,Sebastes,rosaceus,Sebastes rosaceus,#N/A,male,6,4,,Northern & central California 1977-1982,USA,
3994,Sebastes,rosaceus,Sebastes rosaceus,#N/A,unsexed,6,,,California Current Region,,
3995,Sebastes,rosenblatti,Sebastes rosenblatti,#N/A,unsexed,12,,,California Current Region,,
3996,Sebastes,ruberrimus,Sebastes ruberrimus,#N/A,female,7,6,,Northern & central California 1977-1982,USA,
3996,Sebastes,ruberrimus,Sebastes ruberrimus,#N/A,male,7,6,,Northern & central California 1977-1982,USA,
3996,Sebastes,ruberrimus,Sebastes ruberrimus,#N/A,unsexed,,12,15,California Current Region,,
3997,Sebastes,rubrivinctus,Sebastes rubrivinctus,#N/A,female,8,5,,Northern & central California 1977-1982,USA,
3997,Sebastes,rubrivinctus,Sebastes rubrivinctus,#N/A,male,5,5,,Northern & central California 1977-1982,USA,
3999,Sebastes,rufus,Sebastes rufus,#N/A,female,3,2,,Northern & central California 1977-1982,USA,
3999,Sebastes,rufus,Sebastes rufus,#N/A,male,3,,,Northern & central California 1977-1982,USA,
3999,Sebastes,rufus,Sebastes rufus,#N/A,unsexed,15,,,California Current Region,,
4000,Sebastes,saxicola,Sebastes saxicola,#N/A,female,2,,,Northern & central California 1977-1982,USA,
4000,Sebastes,saxicola,Sebastes saxicola,#N/A,male,3,3,,Northern & central California 1977-1982,USA,
4000,Sebastes,saxicola,Sebastes saxicola,#N/A,unsexed,6,,,California Current Region,,
4001,Sebastes,semicinctus,Sebastes semicinctus,#N/A,unsexed,5,,,California Current Region,,
4002,Sebastes,serranoides,Sebastes serranoides,#N/A,female,5,,,off central California,USA,Length assumed to be TL.
4002,Sebastes,serranoides,Sebastes serranoides,#N/A,female,5,4,,Northern & central California 1977-1982,USA,
4002,Sebastes,serranoides,Sebastes serranoides,#N/A,male,4,,,off central California,USA,Length assumed to be TL.
4002,Sebastes,serranoides,Sebastes serranoides,#N/A,male,5,4,,Northern & central California 1977-1982,USA,
23844,Sebastes,glaucus,Sebastes glaucus,#N/A,unsexed,,7,8,Primorye,Russian Fed,
23852,Sebastes,minor,Sebastes minor,#N/A,mixed,4,3,5,Northern Sea of Japan/1998-2004,Russian Fed,
23854,Sebastes,taczanowskii,Sebastes taczanowskii,#N/A,unsexed,,3,4,Primorye,Russian Fed,
23861,Sebastes,trivittatus,Sebastes trivittatus,#N/A,unsexed,,4,5,Primorye,Russian Fed,
4010,Sebastolobus,altivelis,Sebastolobus altivelis,#N/A,unsexed,6,,,California Current Region,USA,
11704,Sebastolobus,macrochir,Sebastolobus macrochir,#N/A,unsexed,,10,14,Northwest Pacific,Russian Fed,
11704,Sebastolobus,macrochir,Sebastolobus macrochir,#N/A,unsexed,,10,14,Primorye,Russian Fed,
3671,Semicossyphus,pulcher,Semicossyphus pulcher,3226,unsexed,4.25,,5,California,USA,Also Ref. 56049.
1005,Seriola,dumerili,Seriola dumerili,3119,female,4,3,5,Pelagie Islands,Italy,50% of fish attained maturity at a median standard length of 109 cm (Ref. 33239).
1005,Seriola,dumerili,Seriola dumerili,3119,male,4,2,5,Pelagie Islands,Italy,50% of fish attained maturity at a median standard length of 113 cm (Ref. 33239).
1005,Seriola,dumerili,Seriola dumerili,3119,mixed,,3,5,"Donji Molunat Bay, Adriatic Sea, 1997",Croatia,
12918,Seriolella,brama,Seriolella brama,2509,unsexed,,3,4,southern waters,Australia,
12922,Seriolella,punctata,Seriolella punctata,3318,unsexed,,3,4,southern waters,Australia,
3589,Seriphus,politus,Seriphus politus,#N/A,female,,1,2,"San Clemente and Oceanside, California (Sept 1978-Sept 1979)",USA,
3589,Seriphus,politus,Seriphus politus,#N/A,unsexed,2,,,California Current Region,,
4456,Siganus,canaliculatus,Siganus canaliculatus,#N/A,unsexed,1,,,Not specified.,,
4545,Siganus,rivulatus,Siganus rivulatus,#N/A,unsexed,1,,,Not specified.,,about 75 g
4545,Siganus,rivulatus,Siganus rivulatus,#N/A,unsexed,2,,,Eastern Mediterranean,,
8489,Sillaginodes,punctatus,Sillaginodes punctatus,#N/A,female,,3,4,southern coasts,Australia,"Sex ratio at this time is even, but among older fish (greater than 50 cm TL), females are 4 times more numerous as males (Ref. 27008)."
8489,Sillaginodes,punctatus,Sillaginodes punctatus,#N/A,male,,3,4,southern coasts,Australia,"Sex ratio at this time is even, but among older fish (greater than 50 cm TL), females are 4 times more numerous than males (Ref. 27008)."
8491,Sillago,aeolus,Sillago aeolus,#N/A,female,1,1,2,Okinawa Island (Dec 2000-March 2002),Japan,
8491,Sillago,aeolus,Sillago aeolus,#N/A,male,0.800000012,0,1,Okinawa Island (Dec 2000-March 2002),Japan,
525,Solea,solea,Solea solea,3367,female,4,,,"Douarnenez Bay, Brittany",France,
525,Solea,solea,Solea solea,3367,mixed,,3,5,Northeast Atlantic,,
525,Solea,solea,Solea solea,3367,unsexed,2.5,,,"North Sea, 1975-94",UK,Data source: various ICES reports and other references cited in Ref. 27256 (Table 1); length assumed to be TL.
525,Solea,solea,Solea solea,3367,unsexed,4.5,,,Celtic Sea,UK,
4499,Sparidentex,hasta,Sparidentex hasta,18581,unsexed,,1,2,Doha sea cage site,Kuwait,All populations matured as males at 1-2 years of age (Ref. 52206).
5383,Sparodon,durbanensis,Sparodon durbanensis,#N/A,unsexed,5.400000095,,,Eastern Cape coast,South Africa,
1164,Sparus,aurata,Sparus aurata,2384,female,,2,3,eastern Atlantic and Mediterranean seas,,
1164,Sparus,aurata,Sparus aurata,2384,male,,1,2,eastern Atlantic and Mediterranean seas,,
912,Sphyrna,lewini,Sphyrna lewini,2028,female,4,,,Northeastern waters,Taiwan,
912,Sphyrna,lewini,Sphyrna lewini,2028,male,3.799999952,,,Northeastern waters,Taiwan,
912,Sphyrna,lewini,Sphyrna lewini,2028,mixed,15,,,"off Mississippi River to Brownsville, Texas",USA,
915,Sphyrna,tiburo,Sphyrna tiburo,#N/A,female,2.200000048,2,2.400000095,"Tampa Bay, Florida",USA,
915,Sphyrna,tiburo,Sphyrna tiburo,#N/A,female,2.299999952,,,Florida Bay,USA,
915,Sphyrna,tiburo,Sphyrna tiburo,#N/A,female,3,2,3,Atlantic,USA,
915,Sphyrna,tiburo,Sphyrna tiburo,#N/A,male,2,,,"Tampa Bay, Florida",USA,Held in captivity.
915,Sphyrna,tiburo,Sphyrna tiburo,#N/A,male,2.700000048,2.400000095,3,Florida Bay,USA,Held in captivity.
915,Sphyrna,tiburo,Sphyrna tiburo,#N/A,unsexed,,1.899999976,3,Eastern Gulf of Mexico,,
1355,Spinachia,spinachia,Spinachia spinachia,#N/A,unsexed,1,,,Kiel Bight (eelgrass beds),Germany,
2698,Spirinchus,thaleichthys,Spirinchus thaleichthys,#N/A,unsexed,2,,,Alaska,Alaska,
1356,Spondyliosoma,cantharus,Spondyliosoma cantharus,2376,female,4,,,Gulf of Tunis (Jan 2005-June 2006),Tunisia,
1357,Sprattus,sprattus,Sprattus sprattus,2102,mixed,2,,,west coast (August 1970-July 1972),UK Scotland,
1357,Sprattus,sprattus,Sprattus sprattus,2102,unsexed,,2,4,Finland,Finland,
1357,Sprattus,sprattus,Sprattus sprattus,2102,unsexed,1,,,Caspian Sea,Former USSR,
1357,Sprattus,sprattus,Sprattus sprattus,2102,unsexed,2,,,Baltic Sea,,
1357,Sprattus,sprattus,Sprattus sprattus,2102,unsexed,2,,,North Sea,,
139,Squalus,acanthias,Squalus acanthias,2834,female,,7,8,Northwest Atlantic,Can Newfounl,Age range refers to 50% maturity.
139,Squalus,acanthias,Squalus acanthias,2834,female,,10,20,Not specified.,,
139,Squalus,acanthias,Squalus acanthias,2834,female,10,,,New Zealand,New Zealand,
139,Squalus,acanthias,Squalus acanthias,2834,female,10,7,15,Northeast Atlantic,UK Scotland,Age at 50% maturity ranges from 9 to 11 yrs.
139,Squalus,acanthias,Squalus acanthias,2834,female,12.10000038,,,Northeastern coast,USA,
139,Squalus,acanthias,Squalus acanthias,2834,male,6,,,New Zealand,New Zealand,
139,Squalus,acanthias,Squalus acanthias,2834,male,6,,,Northeastern coast,USA,
65869,Squalus,suckleyi,Squalus suckleyi,#N/A,female,20,,,Washington Coast,USA,
65869,Squalus,suckleyi,Squalus suckleyi,#N/A,female,23,,,Hecate Strait,Can Br Colum,
65869,Squalus,suckleyi,Squalus suckleyi,#N/A,female,25,23,35,Can Br Colum,Can Br Colum,
65869,Squalus,suckleyi,Squalus suckleyi,#N/A,female,29,,,"Strait of Georgia, 1973-74",Can Br Colum,
65869,Squalus,suckleyi,Squalus suckleyi,#N/A,female,31,,,Strait of Georgia,Can Br Colum,
65869,Squalus,suckleyi,Squalus suckleyi,#N/A,female,34,,,Hecate Strait,Can Br Colum,
65869,Squalus,suckleyi,Squalus suckleyi,#N/A,female,35.5,24,62,"Strait of Georgia, 1980-81",Can Br Colum,
729,Squatina,californica,Squatina californica,15418,female,10,8,13,Eastern Pacific,,
729,Squatina,californica,Squatina californica,15418,unsexed,10,8,13,California,USA,
2692,Stenodus,leucichthys,Stenodus leucichthys,#N/A,female,,10,12,"Anadyr Basin, 1972-96",Russian Fed,Mass maturation occurs within given age/length range.
2692,Stenodus,leucichthys,Stenodus leucichthys,#N/A,male,,9,11,"Anadyr Basin, 1972-96",Russian Fed,Mass maturation occurs within given age/length range.
2692,Stenodus,leucichthys,Stenodus leucichthys,#N/A,mixed,,6.5,11.5,Enisey river,Russian Fed,
2692,Stenodus,leucichthys,Stenodus leucichthys,#N/A,unsexed,,5,8,Caspian Sea,,
2692,Stenodus,leucichthys,Stenodus leucichthys,#N/A,unsexed,,8,16,Arctic Ocean basin,,
3310,Stereolepis,gigas,Stereolepis gigas,3088,unsexed,11,,,California Current Region,,
59,Symphodus,melops,Symphodus melops,15520,female,,2,3,Mediterranean,,
59,Symphodus,melops,Symphodus melops,15520,male,,2,3,Mediterranean,,
59,Symphodus,melops,Symphodus melops,15520,unsexed,3,,,Eastern Atlantic,,
1708,Symphodus,tinca,Symphodus tinca,#N/A,female,2,,,Mediterranean and Black Sea,,
1708,Symphodus,tinca,Symphodus tinca,#N/A,male,,2,3,Mediterranean and Black Sea,,
1709,Symphodus,roissali,Symphodus roissali,#N/A,unsexed,1,,,Mediterranean,,
1791,Symphodus,cinereus,Symphodus cinereus,#N/A,female,1,,,Mediterranean and Black Sea,,
1791,Symphodus,cinereus,Symphodus cinereus,#N/A,male,,1,2,Mediterranean and Black Sea,,
1792,Symphodus,ocellatus,Symphodus ocellatus,#N/A,female,1,,,Mediterranean coast,France,
1792,Symphodus,ocellatus,Symphodus ocellatus,#N/A,male,,1,2,Mediterranean coast,France,
4578,Symphodus,mediterraneus,Symphodus mediterraneus,#N/A,female,2,,,Mediterranean,,
4578,Symphodus,mediterraneus,Symphodus mediterraneus,#N/A,male,,2,3,Mediterranean,,
3672,Tautogolabrus,adspersus,Tautogolabrus adspersus,3225,unsexed,1,,,Westerns Atlantic,USA,
1597,Tenualosa,macrura,Tenualosa macrura,#N/A,unsexed,0.649999976,,,Sumatra,Indonesia,
1600,Tenualosa,toli,Tenualosa toli,2905,female,0.629999995,,,Sarawak,Malaysia,
223,Tetrapturus,audax,Tetrapturus audax,2501,unsexed,,2,3,Coral Sea,Australia,"Weight: 29,000 g (Ref. 30445)."
7770,Thalassoma,duperrey,Thalassoma duperrey,#N/A,mixed,1,,,"Kaneohe Bay, Oahu",Hawaii,"Smallest mature individuals were 6.4 cm SL; one year as age at maturity is stated as ""probably mature in time to take advantage of the following reproductive season."""
256,Thaleichthys,pacificus,Thaleichthys pacificus,2130,unsexed,,2,3,Not specified,,Maturity attained at end of 2nd year in some populations but not until end of 3rd year in others (Ref. 27547).
256,Thaleichthys,pacificus,Thaleichthys pacificus,2130,unsexed,,4,5,Bering Sea,USA,
318,Theragra,chalcogramma,Theragra chalcogramma,3017,female,3,,,Western Gulf of Alaska,Alaska,
318,Theragra,chalcogramma,Theragra chalcogramma,3017,female,4,,,Bering Sea and Aleutian Islands,Alaska,
318,Theragra,chalcogramma,Theragra chalcogramma,3017,female,4,,,western Bering Sea,Russian Fed,
318,Theragra,chalcogramma,Theragra chalcogramma,3017,female,4.5,,,Eastern Sea of Okhotsk,Russian Fed,
318,Theragra,chalcogramma,Theragra chalcogramma,3017,female,5,,,Eastern Kamchatka,Russian Fed,
318,Theragra,chalcogramma,Theragra chalcogramma,3017,male,3,,,western Bering Sea,Russian Fed,
318,Theragra,chalcogramma,Theragra chalcogramma,3017,male,3,,,Western Gulf of Alaska,Alaska,
318,Theragra,chalcogramma,Theragra chalcogramma,3017,male,4,,,Eastern Kamchatka,Russian Fed,
318,Theragra,chalcogramma,Theragra chalcogramma,3017,male,4.5,,,Eastern Sea of Okhotsk,Russian Fed,
318,Theragra,chalcogramma,Theragra chalcogramma,3017,unsexed,,3,4,North Pacific (temperate to boreal),,
318,Theragra,chalcogramma,Theragra chalcogramma,3017,unsexed,,3,5,Not specified.,Japan,
318,Theragra,chalcogramma,Theragra chalcogramma,3017,unsexed,5.5,5,6,eastern Okhotsk Sea,Russian Fed,
7689,Thorogobius,ephippiatus,Thorogobius ephippiatus,#N/A,mixed,,3,4,Northeast Atlantic,,
142,Thunnus,alalunga,Thunnus alalunga,2496,mixed,,4,5,not specified,,"Weight: 15,000 g (Ref. 35388)."
142,Thunnus,alalunga,Thunnus alalunga,2496,unsexed,5,,,North and South  Atlantic,,Length at 50% maturity.
142,Thunnus,alalunga,Thunnus alalunga,2496,unsexed,5.5,5,,Northeast Pacific 40° N 150° W,,
144,Thunnus,atlanticus,Thunnus atlanticus,3297,female,3,,,Northeast,Cuba,
145,Thunnus,maccoyii,Thunnus maccoyii,3298,unsexed,,8,9,Not specified.,,
145,Thunnus,maccoyii,Thunnus maccoyii,3298,unsexed,12,,,Off Java,Indonesia,
147,Thunnus,thynnus,Thunnus thynnus,3296,mixed,,4,5,Eastern Atlantic,,"Weight: 30,000 - 40,000 g."
147,Thunnus,thynnus,Thunnus thynnus,3296,unsexed,,4,5,Not specified.,,
147,Thunnus,thynnus,Thunnus thynnus,3296,unsexed,3,,,Mediterranean,Tunisia,
14290,Thunnus,orientalis,Thunnus orientalis,18734,unsexed,4,3,5,New Zealand waters,New Zealand,
489,Thyrsites,atun,Thyrsites atun,2465,unsexed,,2,3,New Zealand,New Zealand,
489,Thyrsites,atun,Thyrsites atun,2465,unsexed,,2,4,southern waters,Australia,
6317,Totoaba,macdonaldi,Totoaba macdonaldi,2345,female,7,,,Gulf of California,Mexico,
6317,Totoaba,macdonaldi,Totoaba macdonaldi,2345,male,6,,,Gulf of California,Mexico,
2724,Trachinocephalus,myops,Trachinocephalus myops,#N/A,unsexed,2,,,Taiwan,Taiwan,
1010,Trachinotus,falcatus,Trachinotus falcatus,#N/A,female,3.099999905,3,,Florida Keys (1995-97) and Tampa Bay (1990-95),USA,
366,Trachurus,japonicus,Trachurus japonicus,2308,unsexed,3,,,Primorye,Russian Fed,
369,Trachurus,lathami,Trachurus lathami,2312,mixed,2,,,Southeastern coast of Brazil.,Brazil,
372,Trachurus,declivis,Trachurus declivis,2313,unsexed,,2,4,New Zealand,New Zealand,
372,Trachurus,declivis,Trachurus declivis,2313,unsexed,,3,4,southeastern waters,Australia,Maturity is reached at a weight of 250 g.
1365,Trachurus,trachurus,Trachurus trachurus,2306,female,2,,,Agulhas Bank,South Africa,
1365,Trachurus,trachurus,Trachurus trachurus,2306,female,2.599999905,,,SE-Atlantic,,
1365,Trachurus,trachurus,Trachurus trachurus,2306,female,4.099999905,,,NE-Atlantic,,
1365,Trachurus,trachurus,Trachurus trachurus,2306,male,1.5,,,Agulhas Bank,South Africa,
1365,Trachurus,trachurus,Trachurus trachurus,2306,male,2.200000048,,,SE-Atlantic,,
1365,Trachurus,trachurus,Trachurus trachurus,2306,male,3.400000095,,,NE-Atlantic,,
1365,Trachurus,trachurus,Trachurus trachurus,2306,mixed,,3,4,North Sea stock and West stock,,
1365,Trachurus,trachurus,Trachurus trachurus,2306,unsexed,,3,4,south-western coast,South Africa,
1365,Trachurus,trachurus,Trachurus trachurus,2306,unsexed,2,,,"North Sea, coastal waters",Germany,
1365,Trachurus,trachurus,Trachurus trachurus,2306,unsexed,2.5,,,"Western stock, 1982-94",,Data source: References cited in Ref. 27256 (Table 1); length assumed to be TL.
1979,Trachurus,novaezelandiae,Trachurus novaezelandiae,#N/A,unsexed,,3,4,New Zealand,New Zealand,Probably reaches maturity at the given age and size range.
1982,Trachurus,indicus,Trachurus indicus,#N/A,female,1.779999971,,,Gulf of Suez,Egypt,
1982,Trachurus,indicus,Trachurus indicus,#N/A,male,2.230000019,,,Gulf of Suez,Egypt,
5382,Trachurus,capensis,Trachurus capensis,3105,unsexed,2,,,South-east coast,South Africa,50 % are mature from 32-33 cm TL.
7053,Trematomus,bernacchii,Trematomus bernacchii,#N/A,female,,5,6,Antarctica,Antarctica,
7053,Trematomus,bernacchii,Trematomus bernacchii,#N/A,male,,3,4,Antarctica,Antarctica,
907,Triaenodon,obesus,Triaenodon obesus,#N/A,female,8,8,9,Not given.,,
2543,Triakis,semifasciata,Triakis semifasciata,#N/A,female,,11,21,California,USA,
2543,Triakis,semifasciata,Triakis semifasciata,#N/A,female,10,,,"Monterey and San Francisco Bays, CA",USA,Tm at 50% maturity taken from Ref. 52191; estimated from data in Ref. 6145.
2543,Triakis,semifasciata,Triakis semifasciata,#N/A,male,7,,,"Monterey and San Francisco Bays, CA",USA,Tm at 50% maturity taken from Ref. 52191; estimated from data in Ref. 6145.
23619,Tribolodon,sachalinensis,Tribolodon sachalinensis,#N/A,unsexed,2.5,,,Sakhalin,,
47843,Tribolodon,brandtii,Tribolodon brandtii,#N/A,unsexed,3,,,Primorye,Russian Fed,
5081,Trigloporus,lastoviza,Trigloporus lastoviza,#N/A,unsexed,3,,,Saronikos Gulf,Greece,See also Ref. 27030.
1023,Trisopterus,esmarkii,Trisopterus esmarkii,3019,unsexed,,1,2,Northeastern Atlantic,UK Scotland,
1023,Trisopterus,esmarkii,Trisopterus esmarkii,3019,unsexed,2.299999952,,,"North Sea, 1983-94",Norway,Data source: Refs. 13105 and 958 cited in Ref. 27256 (Table 1); length assumed to be TL.
1367,Trisopterus,luscus,Trisopterus luscus,2235,female,1,,,"Galician coast, 1979-80",Spain,
1367,Trisopterus,luscus,Trisopterus luscus,2235,male,2,,,"Galician coast, 1979-80",Spain,
1367,Trisopterus,luscus,Trisopterus luscus,2235,unsexed,,1,2,British Isles (west and south) and Western Mediterranean,,
1779,Uranoscopus,scaber,Uranoscopus scaber,15903,female,2,,,Not specified.,Tunisia,
1779,Uranoscopus,scaber,Uranoscopus scaber,15903,male,1,,,Not specified.,Tunisia,
312,Urophycis,chuss,Urophycis chuss,2226,female,1.700000048,,,"Southern Georges Bank - Middle Atlantic, 1982-85",USA,
312,Urophycis,chuss,Urophycis chuss,2226,female,1.799999952,,,"Gulf of Maine - Northern Georges Bank, 1982-85",USA,
312,Urophycis,chuss,Urophycis chuss,2226,male,1.399999976,,,"Gulf of Maine - Northern Georges Bank, 1982-85",USA,
312,Urophycis,chuss,Urophycis chuss,2226,male,1.799999952,,,"Southern Georges Bank - Middle Atlantic, 1982-85",USA,
313,Urophycis,tenuis,Urophycis tenuis,2227,female,1.399999976,,,"northeast coast, 1987-89",USA,
313,Urophycis,tenuis,Urophycis tenuis,2227,male,1.399999976,,,"northeast coast, 1987-89",USA,
7385,Vinciguerria,nimbaria,Vinciguerria nimbaria,#N/A,female,0.25999999,,,"eastern Atlantic Ocean (5°N, 10-20°W)",Liberia,"The above Lm and Tm values refer to size and age at first spawning (50%), respectively.  The minimum spawning size observed was 3.17 cm SL."
226,Xiphias,gladius,Xiphias gladius,2503,unsexed,,5,6,Pacific,,Length refers to EFL (eye fork length).
3797,Xiphister,atropurpureus,Xiphister atropurpureus,#N/A,unsexed,2.5,,,California Current Region,,
3798,Xiphister,mucosus,Xiphister mucosus,#N/A,unsexed,5,,,California Current Region,,
3819,Zaprora,silenus,Zaprora silenus,#N/A,female,5.099999905,,,Alaskan waters southward to southern California,USA,
13144,Zearaja,nasuta,Zearaja nasuta,19223,female,6,,,"South Island, East coast",New Zealand,Fish length given as PL (pelvic length).
13144,Zearaja,nasuta,Zearaja nasuta,19223,male,4,,,"South Island, East coast",New Zealand,Fish length given in PL (pelvic length).
3255,Zenopsis,nebulosa,Zenopsis nebulosa,#N/A,unsexed,,4,7,southern coasts,Australia,
1370,Zeus,faber,Zeus faber,2250,unsexed,,3,4,not stated,New Zealand,
1370,Zeus,faber,Zeus faber,2250,unsexed,,3,4,Southern,UK Engld Wal,
1370,Zeus,faber,Zeus faber,2250,unsexed,,3,5,"All states, 1998 fishery status reports",Australia,
13018,Zosterisessor,ophiocephalus,Zosterisessor ophiocephalus,#N/A,unsexed,,2,3,Not specified,,
