SciName,CommName,family,order
Ornithoteuthis antillarum,Atlantic bird squid,Ommastrephidae,CEPHALOPODA
Ornithoteuthis volatilis,Shiny bird squid,Ommastrephidae,CEPHALOPODA
Illex illecebrosus,Northern shortfin squid,Ommastrephidae,CEPHALOPODA
Illex coindetii,Broadtail shortfin squid,Ommastrephidae,CEPHALOPODA
Illex argentinus,Argentine shortfin squid,Ommastrephidae,CEPHALOPODA
Illex oxygonius,Sharptail shortfin squid,Ommastrephidae,CEPHALOPODA
Todaropsis eblanae,Lesser flying squid,Ommastrephidae,CEPHALOPODA
Dosidicus gigas,Jumbo flying squid,Ommastrephidae,CEPHALOPODA
Symplectoteuthis luminosa,Luminous flying squid,Ommastrephidae,CEPHALOPODA
Todarodes sagittatus,European flying squid,Ommastrephidae,CEPHALOPODA
Todarodes filippovae,Antarctic flying squid,Ommastrephidae,CEPHALOPODA
Todarodes pacificus,Japanese flying squid,Ommastrephidae,CEPHALOPODA
Todarodes angolensis,Angolan flying squid,Ommastrephidae,CEPHALOPODA
Nototodarus sloanii,Wellington flying squid,Ommastrephidae,CEPHALOPODA
Nototodarus gouldi,Gould's flying squid,Ommastrephidae,CEPHALOPODA
Nototodarus hawaiiensis,Hawaiian flying squid,Ommastrephidae,CEPHALOPODA
Martialia hyadesi,Sevenstar flying squid,Ommastrephidae,CEPHALOPODA
Sthenoteuthis pteropus,Orangeback flying squid,Ommastrephidae,CEPHALOPODA
Sthenoteuthis oualaniensis,Purpleback flying squid,Ommastrephidae,CEPHALOPODA
Ancistroteuthis lichtensteini,Angel squid,Onychoteuthidae,CEPHALOPODA
Onychoteuthis banksii,Common clubhook squid,Onychoteuthidae,CEPHALOPODA
Onychoteuthis borealijaponica,Boreal clubhook squid,Onychoteuthidae,CEPHALOPODA
Onykia ingens,Greater hooked squid,Onychoteuthidae,CEPHALOPODA
Onykia knipovitchi,Smooth hooked squid,Onychoteuthidae,CEPHALOPODA
Onykia lonnbergi,Japanese hooked squid,Onychoteuthidae,CEPHALOPODA
Onykia robsoni,Rugose hooked squid,Onychoteuthidae,CEPHALOPODA
Onykia robusta,Robust clubhook squid,Onychoteuthidae,CEPHALOPODA
Onykia carriboea,Carribean clubhook squid,Onychoteuthidae,CEPHALOPODA
Walvisteuthis virilis,Whale squid,Onychoteuthidae,CEPHALOPODA
Liocranchia reinhardti,,Cranchiidae,CEPHALOPODA
Teuthowenia megalops,Atlantic cranch squid,Cranchiidae,CEPHALOPODA
Galiteuthis armata,Armed cranch squid,Cranchiidae,CEPHALOPODA
Leachia cyclura,Leach's cranch squid,Cranchiidae,CEPHALOPODA
Taonius pavo,Peacock cranch squid,Cranchiidae,CEPHALOPODA
Bathothauma lyromma,Lyre cranch squid,Cranchiidae,CEPHALOPODA
Egea inermis,Unarmed cranch squid,Cranchiidae,CEPHALOPODA
Liguriella podophthalma,Bigeye cranch squid,Cranchiidae,CEPHALOPODA
Megalocranchia maxima,Large cranch squid,Cranchiidae,CEPHALOPODA
Sandalops melancholicus,Melancholy cranch squid,Cranchiidae,CEPHALOPODA
Mesonychoteuthis hamiltoni,Antarctic cranch squid,Cranchiidae,CEPHALOPODA
Argonauta argo,Greater argonaut,Argonautidae,CEPHALOPODA
Argonauta nodosa,Knobby argonaut,Argonautidae,CEPHALOPODA
Pareledone turqueti,Turquet's octopus,Octopodidae,CEPHALOPODA
Callistoctopus arakawai,,Octopodidae,CEPHALOPODA
Octopus tenuicirrus,,Octopodidae,CEPHALOPODA
Octopus tetricus,Gloomy octopus,Octopodidae,CEPHALOPODA
Octopus tehuelchus,Tehuelche octopus,Octopodidae,CEPHALOPODA
Octopus cyaneus,Big blue octopus,Octopodidae,CEPHALOPODA
Octopus variabilis,Whiparm octopus,Octopodidae,CEPHALOPODA
Octopus macropus,White-spotted octopus,Octopodidae,CEPHALOPODA
Octopus vulgaris,Common octopus,Octopodidae,CEPHALOPODA
Octopus burryi,Brownstriped octopus,Octopodidae,CEPHALOPODA
Octopus aegina,Sandbird octopus,Octopodidae,CEPHALOPODA
Octopus briareus,Caribbean reef octopus,Octopodidae,CEPHALOPODA
Octopus conispadiceus,Chestnut octopus,Octopodidae,CEPHALOPODA
Octopus defilippi,Lilliput longarm octopus,Octopodidae,CEPHALOPODA
Octopus dofleini,North Pacific giant octopus,Octopodidae,CEPHALOPODA
Octopus dollfusi,Marbled octopus,Octopodidae,CEPHALOPODA
Octopus globosus,Globe octopus,Octopodidae,CEPHALOPODA
Octopus hummelincki,Bumblebee octopus,Octopodidae,CEPHALOPODA
Octopus joubini,Pygmy octopus,Octopodidae,CEPHALOPODA
Octopus lobensis,Lobed octopus,Octopodidae,CEPHALOPODA
Octopus maya,Mexican four-eyed octopus,Octopodidae,CEPHALOPODA
Octopus membranaceus,Webfoot octopus,Octopodidae,CEPHALOPODA
Octopus minor,,Octopodidae,CEPHALOPODA
Octopus oliveri,,Octopodidae,CEPHALOPODA
Octopus salutii,Spider octopus,Octopodidae,CEPHALOPODA
Octopus selene,Moon octopus,Octopodidae,CEPHALOPODA
Octopus zonatus,Atlantic banded octopus,Octopodidae,CEPHALOPODA
Octopus neglectus,,Octopodidae,CEPHALOPODA
Octopus fangsiao,,Octopodidae,CEPHALOPODA
Octopus mimus,,Octopodidae,CEPHALOPODA
Octopus magnificus,,Octopodidae,CEPHALOPODA
Eledone cirrhosa,Horned octopus,Octopodidae,CEPHALOPODA
Eledone moschata,Musky octopus,Octopodidae,CEPHALOPODA
Eledone massyae,Combed octopus,Octopodidae,CEPHALOPODA
Bathypolypus arcticus,North Atlantic octopus,Octopodidae,CEPHALOPODA
Bathypolypus sponsalis,Globose octopus,Octopodidae,CEPHALOPODA
Tetracheledone spinicirrhus,Spiney-horn octopus,Octopodidae,CEPHALOPODA
Benthoctopus januarii,January octopus,Octopodidae,CEPHALOPODA
Danoctopus schmidti,Dana octopus,Octopodidae,CEPHALOPODA
Euaxoctopus pillsburyae,Map octopus,Octopodidae,CEPHALOPODA
Scaeurgus unicirrhus,Unihorn octopus,Octopodidae,CEPHALOPODA
Cistopus indicus,Old woman octopus,Octopodidae,CEPHALOPODA
Pteroctopus tetracirrhus,Fourhorn octopus,Octopodidae,CEPHALOPODA
Adelieledone polymorpha,Antarctic knobbed octopus,Octopodidae,CEPHALOPODA
Thaumeledone gunteri,,Octopodidae,CEPHALOPODA
Enteroctopus zealandicus,Yellow octopus,Octopodidae,CEPHALOPODA
Enteroctopus megalocyathus,Patagonian giant octopus,Octopodidae,CEPHALOPODA
Pinnoctopus cordiformis,,Octopodidae,CEPHALOPODA
Velodona togata,,Octopodidae,CEPHALOPODA
Chiroteuthis picteti,,Chiroteuthidae,CEPHALOPODA
Chiroteuthis veranyi,Long-armed squid,Chiroteuthidae,CEPHALOPODA
Histioteuthis bonnellii,Umbrella squid,Histioteuthidae,CEPHALOPODA
Histioteuthis corona,,Histioteuthidae,CEPHALOPODA
Histioteuthis dofleini,Flowervase jewell squid,Histioteuthidae,CEPHALOPODA
Histioteuthis elongata,Elongate jewell squid,Histioteuthidae,CEPHALOPODA
Histioteuthis reversa,Reverse jewell squid,Histioteuthidae,CEPHALOPODA
Pholidoteuthis adami,Scaled squid,Lepidoteuthidae,CEPHALOPODA
Pholidoteuthis boschmai,Coffeebean scaled squid,Lepidoteuthidae,CEPHALOPODA
Abraliopsis pfefferi,Pfeffer's enope squid,Enoploteuthidae,CEPHALOPODA
Pyroteuthis margaritifera,Jewel enope squid,Enoploteuthidae,CEPHALOPODA
Abralia andamanica,,Enoploteuthidae,CEPHALOPODA
Abralia veranyi,Verany's enope squid,Enoploteuthidae,CEPHALOPODA
Ancistrocheirus lesueuri,Sharpear enope squid,Enoploteuthidae,CEPHALOPODA
Pterygioteuthis giardi,Roundear enope squid,Enoploteuthidae,CEPHALOPODA
Watasenia scintillans,Sparkling enope squid,Enoploteuthidae,CEPHALOPODA
Berryteuthis anonychus,Smallfin gonate squid,Gonatidae,CEPHALOPODA
Berryteuthis magister,Schoolmaster gonate squid,Gonatidae,CEPHALOPODA
Gonatopsis borealis,Boreopacific gonate squid,Gonatidae,CEPHALOPODA
Gonatopsis makko,Mako gonate squid,Gonatidae,CEPHALOPODA
Gonatus fabricii,Boreoatlantic gonate squid,Gonatidae,CEPHALOPODA
Gonatus madokai,Madokai gonate squid,Gonatidae,CEPHALOPODA
Gonatus kamtschaticus,Shortarm gonate squid,Gonatidae,CEPHALOPODA
Gonatus onyx,,Gonatidae,CEPHALOPODA
Gonatus steenstrupi,Atlantic gonate squid,Gonatidae,CEPHALOPODA
Bathyteuthis abyssicola,Deep-sea squid,Bathyteuthidae,CEPHALOPODA
Brachioteuthis picta,Ornate arm squid,Brachioteuthidae,CEPHALOPODA
Brachioteuthis riisei,Common arm squid,Brachioteuthidae,CEPHALOPODA
Octopoteuthis sicula,Ruppell's octopus squid,Octopoteuthidae,CEPHALOPODA
Taningia danae,Dana octopus squid,Octopoteuthidae,CEPHALOPODA
Thysanoteuthis rhombus,Diamondback squid,Thysanoteuthidae,CEPHALOPODA
Psychroteuthis glacialis,Glacial squid,Psychroteuthidae,CEPHALOPODA
Alluroteuthis antarcticus,Antarctic neosquid,Neoteuthidae,CEPHALOPODA
Opisthoteuthis depressa,,Opisthoteuthidae,CEPHALOPODA
Nautilus pompilius,Emperor nautilus,Nautilidae,CEPHALOPODA
Nautilus macromphalus,Bellybutton nautilus,Nautilidae,CEPHALOPODA
Spirula spirula,Ram's horn squid,Spirulidae,CEPHALOPODA
Ctenopteryx sicula,Toothed-fin squid,Ctenopterygidae,CEPHALOPODA
Tremoctopus violaceus,Palmate octopus,Tremoctopodidae,CEPHALOPODA
Ocythoe tuberculata,Tuberculate octopus,Ocythoidae,CEPHALOPODA
Benthoctopus tegginmathae,,Bathypolypodinae,CEPHALOPODA
Sepia spp,Cuttlefishes nei,Sepiidae,CEPHALOPODA
Sepiella spp,Sepiella cuttlefishes nei,Sepiidae,CEPHALOPODA
"Sepiidae, Sepiolidae","Cuttlefish, bobtail squids nei",,CEPHALOPODA
Sepiola spp,Sepiola bobtail squids nei,Sepiolidae,CEPHALOPODA
Loligo spp,Common squids nei,Loliginidae,CEPHALOPODA
Sepioteuthis spp,Reef squids nei,Loliginidae,CEPHALOPODA
Alloteuthis spp,Alloteuthis squids nei,Loliginidae,CEPHALOPODA
Lolliguncula spp,Thumbstall squids nei,Loliginidae,CEPHALOPODA
Loliginidae,Inshore squids nei,Loliginidae,CEPHALOPODA
Ommastrephes spp,Flying squids nei,Ommastrephidae,CEPHALOPODA
Illex spp,Shortfin squids nei,Ommastrephidae,CEPHALOPODA
Todarodes spp,Todarodes flying squids nei,Ommastrephidae,CEPHALOPODA
Nototodarus spp,Nototodarus flying squids nei,Ommastrephidae,CEPHALOPODA
Ommastrephidae,Ommastrephidae squids nei,Ommastrephidae,CEPHALOPODA
"Loliginidae, Ommastrephidae",Various squids nei,,CEPHALOPODA
Onykia spp,Hooked squids nei,Onychoteuthidae,CEPHALOPODA
Argonauta spp,Argonauts nei,Argonautidae,CEPHALOPODA
Pareledone spp,Antarctic octopuses,Octopodidae,CEPHALOPODA
Octopus spp,Octopuses nei,Octopodidae,CEPHALOPODA
Eledone spp,Horned and musky octopuses,Octopodidae,CEPHALOPODA
Graneledone spp,,Octopodidae,CEPHALOPODA
Octopodidae,"Octopuses, etc. nei",Octopodidae,CEPHALOPODA
Histioteuthis spp,,Histioteuthidae,CEPHALOPODA
Berryteuthis spp,Berryteuthis gonate squids nei,Gonatidae,CEPHALOPODA
Gonatidae,Gonate squids nei,Gonatidae,CEPHALOPODA
Brachioteuthis spp,Arm squids nei,Brachioteuthidae,CEPHALOPODA
Opisthoteuthis spp,Umbrella octopus nei,Opisthoteuthidae,CEPHALOPODA
Cycloteuthidae,Disc-fin squids nei,Cycloteuthidae,CEPHALOPODA
Cephalopoda,Cephalopods nei,,CEPHALOPODA
Chatoderma argenteum,Glisten-worm solenogaster,Chaetodermatidae,APLACOPHORA
Prochaetoderma californicum,Jawed solenogaster,Prochaetodermatidae,APLACOPHORA
Dondersia californica,Leaf-spiculed solenogaster,Dondersiidae,APLACOPHORA
Chiton articulatus,Articulate chiton,Chitonidae,POLYPLACOPHORA
Chiton stokesii,Stoke's chiton,Chitonidae,POLYPLACOPHORA
Acanthopleura granulata,West Indian fuzzy chiton,Chitonidae,POLYPLACOPHORA
Tonicia schrammi,Gold-flecked chiton,Chitonidae,POLYPLACOPHORA
Tonicella rubra,Northern red chiton,Ischnochitonidae,POLYPLACOPHORA
Callistochiton portobelensis,Portobelo chiton,Ischnochitonidae,POLYPLACOPHORA
Ischnochiton boogii,Atlantic rose chiton,Ischnochitonidae,POLYPLACOPHORA
Hanleya hanleyi,Eastern hanleya,Hanleyidae,POLYPLACOPHORA
Chaetopleura apiculata,Eastern beaded chiton,Chaetopleuridae,POLYPLACOPHORA
Ceratozona squalida,Eastern surf chiton,Mopaliidae,POLYPLACOPHORA
Placiphorella pacifica,Pacific veiled chiton,Mopaliidae,POLYPLACOPHORA
Acanthochitona andersoni,Smooth glass-hair chiton,Acanthochitonidae,POLYPLACOPHORA
Leptochiton kerguelensis,,Leptochitonidae,POLYPLACOPHORA
Antalis entale,Occidental tuskshell,Dentaliidae,SCAPHOPODA
Dentalium agassizi,Stained tuskshell,Dentaliidae,SCAPHOPODA
Fissidentalium aegeum,,Dentaliidae,SCAPHOPODA
Heteroschismoides callithrix,Nineside toothshell,Entalinidae,SCAPHOPODA
Pulsellum salishorum,Salish toothshell,Pulsellidae,SCAPHOPODA
Chiton spp,Chitons nei,Chitonidae,POLYPLACOPHORA
Mollusca,Marine molluscs nei,,MOLLUSCA MISCELLANEA
Balaenoptera acutorostrata,Minke whale,Balaenopteridae,MYSTICETI
Balaenoptera edeni,Bryde's whale,Balaenopteridae,MYSTICETI
Balaenoptera borealis,Sei whale,Balaenopteridae,MYSTICETI
Balaenoptera musculus,Blue whale,Balaenopteridae,MYSTICETI
Balaenoptera physalus,Fin whale,Balaenopteridae,MYSTICETI
Balaenoptera bonaerensis,Antarctic minke whale,Balaenopteridae,MYSTICETI
Megaptera novaeangliae,Humpback whale,Balaenopteridae,MYSTICETI
Eubalaena glacialis,Northern right whale,Balaenidae,MYSTICETI
Eubalaena australis,Southern right whale,Balaenidae,MYSTICETI
Eubalaena japonica,North Pacific right whale,Balaenidae,MYSTICETI
Balaena mysticetus,Bowhead whale,Balaenidae,MYSTICETI
Eschrichtius robustus,Gray whale,Eschrichtiidae,MYSTICETI
Caperea marginata,Pygmy right whale,Neobalaenidae,MYSTICETI
Balaenopteridae,Balaenoptid whales nei,Balaenopteridae,MYSTICETI
Mysticeti,Baleen whales nei,,MYSTICETI
Platanista gangetica,Ganges River dolphin,Platanistidae,ODONTOCETI
Platanista minor,Indus River dolphin,Platanistidae,ODONTOCETI
Ziphius cavirostris,Cuvier's beaked whale,Ziphiidae,ODONTOCETI
Tasmacetus shepherdi,Sherpherd's beaked whale,Ziphiidae,ODONTOCETI
Mesoplodon densirostris,Blainville's beaked whale,Ziphiidae,ODONTOCETI
Mesoplodon grayi,Gray's beaked whale,Ziphiidae,ODONTOCETI
Mesoplodon ginkgodens,Ginkgo-toothed beaked whale,Ziphiidae,ODONTOCETI
Mesoplodon hectori,Hector's beaked whale,Ziphiidae,ODONTOCETI
Mesoplodon carlhubbsi,Hubbs' beaked whale,Ziphiidae,ODONTOCETI
Mesoplodon peruvianus,Pigmy beaked whale,Ziphiidae,ODONTOCETI
Mesoplodon bidens,Sowerby's beaked whale,Ziphiidae,ODONTOCETI
Mesoplodon europaeus,Gervais' beaked whale,Ziphiidae,ODONTOCETI
Mesoplodon mirus,True's beaked whale,Ziphiidae,ODONTOCETI
Mesoplodon layardii,Strap-toothed whale,Ziphiidae,ODONTOCETI
Mesoplodon bowdoini,Andrews' beaked whale,Ziphiidae,ODONTOCETI
Mesoplodon stejnegeri,Stejneger's beaked whale,Ziphiidae,ODONTOCETI
Hyperoodon ampullatus,Northern bottlenose whale,Ziphiidae,ODONTOCETI
Hyperoodon planifrons,Southern bottlenose whale,Ziphiidae,ODONTOCETI
Indopacetus pacificus,Longman's beaked whale,Ziphiidae,ODONTOCETI
Berardius arnuxii,Arnoux's beaked whale,Ziphiidae,ODONTOCETI
Berardius bairdii,Baird's beaked whale,Ziphiidae,ODONTOCETI
Physeter macrocephalus,Sperm whale,Physeteridae,ODONTOCETI
Orcaella brevirostris,Irrawaddy dolphin,Delphinidae,ODONTOCETI
Orcaella heinsohni,Australian snubfin dolphin,Delphinidae,ODONTOCETI
Pseudorca crassidens,False killer whale,Delphinidae,ODONTOCETI
Globicephala melas,Long-finned pilot whale,Delphinidae,ODONTOCETI
Globicephala macrorhynchus,Short-finned pilot whale,Delphinidae,ODONTOCETI
Feresa attenuata,Pygmy killer whale,Delphinidae,ODONTOCETI
Delphinus delphis,Common dolphin,Delphinidae,ODONTOCETI
Delphinus capensis,Long-beaked common dolphin,Delphinidae,ODONTOCETI
Grampus griseus,Risso's dolphin,Delphinidae,ODONTOCETI
Peponocephala electra,Melon-headed whale,Delphinidae,ODONTOCETI
Sotalia fluviatilis,Tucuxi,Delphinidae,ODONTOCETI
Sotalia guianensis,Guyana dolphin,Delphinidae,ODONTOCETI
Sousa teuszii,Atlantic hump-backed dolphin,Delphinidae,ODONTOCETI
Sousa chinensis,Indo-Pac. hump-backed dolphin,Delphinidae,ODONTOCETI
Steno bredanensis,Rough-toothed dolphin,Delphinidae,ODONTOCETI
Orcinus orca,Killer whale,Delphinidae,ODONTOCETI
Lissodelphis borealis,Northern right whale dolphin,Delphinidae,ODONTOCETI
Lissodelphis peronii,Southern right whale dolphin,Delphinidae,ODONTOCETI
Cephalorhynchus commersonii,Commerson's dolphin,Delphinidae,ODONTOCETI
Cephalorhynchus heavisidii,Heaviside's dolphin,Delphinidae,ODONTOCETI
Cephalorhynchus hectori,Hector's dolphin,Delphinidae,ODONTOCETI
Cephalorhynchus eutropia,Black dolphin,Delphinidae,ODONTOCETI
Lagenorhynchus obliquidens,Pacific white-sided dolphin,Delphinidae,ODONTOCETI
Lagenorhynchus obscurus,Dusky dolphin,Delphinidae,ODONTOCETI
Lagenorhynchus albirostris,White-beaked dolphin,Delphinidae,ODONTOCETI
Lagenorhynchus acutus,Atlantic white-sided dolphin,Delphinidae,ODONTOCETI
Lagenorhynchus cruciger,Hourglass dolphin,Delphinidae,ODONTOCETI
Lagenorhynchus australis,Peale's dolphin,Delphinidae,ODONTOCETI
Tursiops truncatus,Bottlenose dolphin,Delphinidae,ODONTOCETI
Tursiops aduncus,Indo-Pacif. bottlenose dolphin,Delphinidae,ODONTOCETI
Lagenodelphis hosei,Fraser's dolphin,Delphinidae,ODONTOCETI
Stenella attenuata,Pantropical spotted dolphin,Delphinidae,ODONTOCETI
Stenella longirostris,Spinner dolphin,Delphinidae,ODONTOCETI
Stenella coeruleoalba,Striped dolphin,Delphinidae,ODONTOCETI
Stenella frontalis,Atlantic spotted dolphin,Delphinidae,ODONTOCETI
Stenella clymene,Clymene dolphin,Delphinidae,ODONTOCETI
Phocoena phocoena,Harbour porpoise,Phocoenidae,ODONTOCETI
Phocoena spinipinnis,Burmeister's porpoise,Phocoenidae,ODONTOCETI
Phocoena sinus,Vaquita,Phocoenidae,ODONTOCETI
Phocaena dioptrica,Spectacled porpoise,Phocoenidae,ODONTOCETI
Neophocaena phocaenoides,Finless porpoise,Phocoenidae,ODONTOCETI
Phocoenoides dalli,Dall's porpoise,Phocoenidae,ODONTOCETI
Delphinapterus leucas,White whale,Monodontidae,ODONTOCETI
Monodon monoceros,Narwhal,Monodontidae,ODONTOCETI
Kogia breviceps,Pygmy sperm whale,Kogiidae,ODONTOCETI
Kogia sima,Dwarf sperm whale,Kogiidae,ODONTOCETI
Inia geoffrensis,Boto,Iniidae,ODONTOCETI
Lipotes vexillifer,Baiji,Pontoporiidae,ODONTOCETI
Pontoporia blainvillei,Franciscana,Pontoporiidae,ODONTOCETI
Mesoplodon spp,Beaked whales nei,Ziphiidae,ODONTOCETI
Globicephala spp,Pilot whales nei,Delphinidae,ODONTOCETI
Stenella spp,Spotted dolphins nei,Delphinidae,ODONTOCETI
Delphinidae,Dolphins nei,Delphinidae,ODONTOCETI
Odontoceti,Toothed whales nei,,ODONTOCETI
Eumetopias jubatus,Steller sea lion,Otariidae,PINNIPEDIA
Callorhinus ursinus,Northern fur seal,Otariidae,PINNIPEDIA
Zalophus californianus,California sea lion,Otariidae,PINNIPEDIA
Neophoca cinerea,Australian sea lion,Otariidae,PINNIPEDIA
Phocarctos hookeri,New Zealand sea lion,Otariidae,PINNIPEDIA
Arctocephalus australis,South American fur seal,Otariidae,PINNIPEDIA
Arctocephalus townsendi,Guadalupe fur seal,Otariidae,PINNIPEDIA
Arctocephalus pusillus,South African fur seal,Otariidae,PINNIPEDIA
Arctocephalus philippii,Juan Fernandez fur seal,Otariidae,PINNIPEDIA
Arctocephalus galapagoensis,Galapagos fur seal,Otariidae,PINNIPEDIA
Arctocephalus gazella,Antarctic fur seal,Otariidae,PINNIPEDIA
Arctocephalus forsteri,New Zealand fur seal,Otariidae,PINNIPEDIA
Arctocephalus tropicalis,Subantarctic fur seal,Otariidae,PINNIPEDIA
Otaria flavescens,South American sea lion,Otariidae,PINNIPEDIA
Odobenus rosmarus,Walrus,Odobenidae,PINNIPEDIA
Monachus monachus,Mediterranean monk seal,Phocidae,PINNIPEDIA
Monachus tropicalis,Caribbean monk seal,Phocidae,PINNIPEDIA
Monachus schauinslandi,Hawaiian monk seal,Phocidae,PINNIPEDIA
Mirounga angustirostris,Northern elephant seal,Phocidae,PINNIPEDIA
Mirounga leonina,Southern elephant seal,Phocidae,PINNIPEDIA
Ommatophoca rossii,Ross seal,Phocidae,PINNIPEDIA
Hydrurga leptonyx,Leopard seal,Phocidae,PINNIPEDIA
Phoca groenlandica,Harp seal,Phocidae,PINNIPEDIA
Phoca vitulina,Harbour seal,Phocidae,PINNIPEDIA
Phoca hispida,Ringed seal,Phocidae,PINNIPEDIA
Phoca fasciata,Ribbon seal,Phocidae,PINNIPEDIA
Phoca caspica,Caspian seal,Phocidae,PINNIPEDIA
Phoca sibirica,Baikal seal,Phocidae,PINNIPEDIA
Phoca largha,Larga seal,Phocidae,PINNIPEDIA
Leptonychotes weddellii,Weddell seal,Phocidae,PINNIPEDIA
Erignathus barbatus,Bearded seal,Phocidae,PINNIPEDIA
Cystophora cristata,Hooded seal,Phocidae,PINNIPEDIA
Halichoerus grypus,Grey seal,Phocidae,PINNIPEDIA
Lobodon carcinophagus,Crabeater seal,Phocidae,PINNIPEDIA
Arctocephalus spp,Fur seals nei,Otariidae,PINNIPEDIA
"Otariidae, Phocidae",Seals nei,,PINNIPEDIA
Enhydra lutris,Sea otter,Mustelidae,FISSIPEDIA
Lutra felina,Marine otter,Mustelidae,FISSIPEDIA
Ursus maritimus,Polar bear,Ursidae,FISSIPEDIA
Dugong dugon,Dugong,Dugongidae,SIRENIA
Trichechus manatus,West Indian manatee,Trichechidae,SIRENIA
Trichechus inunguis,Amazonian manatee,Trichechidae,SIRENIA
Trichechus senegalensis,West African manatee,Trichechidae,SIRENIA
Mammalia,Aquatic mammals nei,,MAMMALIA MISCELLANEA
Rana fuscigula,,Ranidae,ANURA
Rana vertebralis,,Ranidae,ANURA
Rana blythii,,Ranidae,ANURA
Rana hexadactyla,Indian green frog,Ranidae,ANURA
Rana magna,,Ranidae,ANURA
Rana cancrivora,Crab-eating frog,Ranidae,ANURA
Rana cyanophlyctis,Indian skipper frog,Ranidae,ANURA
Rana limnocharis,Indian rice frog,Ranidae,ANURA
Rana dalmatina,Agile frog,Ranidae,ANURA
Rana esculenta,European frog,Ranidae,ANURA
Rana lessonae,,Ranidae,ANURA
Rana ridibunda,European green frog,Ranidae,ANURA
Rana temporaria,Common frog,Ranidae,ANURA
Rana graeca,Greek frog,Ranidae,ANURA
Rana latastei,,Ranidae,ANURA
Rana aurora,Red-legged frog,Ranidae,ANURA
Rana catesbeiana,American bull frog,Ranidae,ANURA
Rana grylio,Pig frog,Ranidae,ANURA
Rana pipiens,Northern leopard frog,Ranidae,ANURA
Rana heckscheri,River frog,Ranidae,ANURA
Conraua goliath,,Ranidae,ANURA
Pyxicephalus adspersus,African bull frog,Ranidae,ANURA
Pelophylax nigromaculatus,Dark-spotted frog,Ranidae,ANURA
Xenopus muelleri,,Pipidae,ANURA
Xenopus laevis,African clawed frog,Pipidae,ANURA
Leptodactylus ocellatus,,Leptodactylidae,ANURA
Leptodactylus pentadactylus,,Leptodactylidae,ANURA
Caudiverbera caudiverbera,Chilean frog,Leptodactylidae,ANURA
Telmatobius culeus,,Leptodactylidae,ANURA
Glyphoglossus molossus,,Microhylidae,ANURA
Quasipaa spinosa,Giant spiny-chested frog,Dicroglossidae,ANURA
Hoplobatrachus rugulosus,East Asian bullfrog,Dicroglossidae,ANURA
Hoplobatrachus tigerinus,Indus valley bullfrog,Dicroglossidae,ANURA
Hoplobatrachus crassus,Jerdon's bullfrog,Dicroglossidae,ANURA
Andrias davidianus,Chinese giant salamander,Cryptobranchidae,CAUDATA
Rana spp,Frogs,Ranidae,ANURA
Dermochelys coriacea,Leatherback turtle,Dermochelyidae,TESTUDINES
Trachemys scripta,Common slider,Emydidae,TESTUDINES
Malaclemys terrapin,Diamondback terrapins,Emydidae,TESTUDINES
Lepidochelys kempii,Kemp's ridley turtle,Cheloniidae,TESTUDINES
Lepidochelys olivacea,Olive ridley turtle,Cheloniidae,TESTUDINES
Natator depressus,Flatback turtle,Cheloniidae,TESTUDINES
Chelonia agassizii,Eastern Pacific green turtle,Cheloniidae,TESTUDINES
Chelonia mydas,Green turtle,Cheloniidae,TESTUDINES
Eretmochelys imbricata,Hawksbill turtle,Cheloniidae,TESTUDINES
Caretta caretta,Loggerhead turtle,Cheloniidae,TESTUDINES
Trionyx sinensis,Chinese softshell turtle,Trionychidae,TESTUDINES
Palea steindachneri,Wattle-necked softshell turtle,Trionychidae,TESTUDINES
Dogania subplana,Malayan softshell turtle,Trionychidae,TESTUDINES
Apalone ferox,Florida softshell turtle,Trionychidae,TESTUDINES
Podocnemis expansa,Arrau river turtle,Podocnemididae,TESTUDINES
Mauremys sinensis,Chinese stripe-necked turtle,Geoemydidae,TESTUDINES
Malaclemys spp,Diamond back terrapins,Emydidae,TESTUDINES
Testudinata,River and lake turtles nei,,TESTUDINES
Testudinata,Marine turtles nei,,TESTUDINES
Caiman latirostris,Broad-nosed caiman,Crocodylidae,CROCODILIA
Caiman yacare,Paraguayan caiman,Crocodylidae,CROCODILIA
Caiman crocodilus,Spectacled caiman,Crocodylidae,CROCODILIA
Alligator mississippiensis,American alligator,Crocodylidae,CROCODILIA
Alligator sinensis,Chinese alligator,Crocodylidae,CROCODILIA
Crocodylus porosus,Estuarine crocodile,Crocodylidae,CROCODILIA
Crocodylus siamensis,Siamese crocodile,Crocodylidae,CROCODILIA
Crocodylus johnstoni,Australian crocodile,Crocodylidae,CROCODILIA
Crocodylus niloticus,Nile crocodile,Crocodylidae,CROCODILIA
Crocodylus novaeguineae,New Guinea crocodile,Crocodylidae,CROCODILIA
Crocodylus rhombifer,Cuban crocodile,Crocodylidae,CROCODILIA
Crocodylus moreletii,Morelet's crocodile,Crocodylidae,CROCODILIA
Crocodylus acutus,American crocodile,Crocodylidae,CROCODILIA
Crocodylus cataphractus,Slender-snouted crocodile,Crocodylidae,CROCODILIA
Crocodylus intermedius,Orinoco crocodile,Crocodylidae,CROCODILIA
Crocodylus mindorensis,Philippine crocodile,Crocodylidae,CROCODILIA
Crocodylus palustris,Mugger crocodile,Crocodylidae,CROCODILIA
