SpecCode,Genus,Species,,,Sex,Data source,Type,Loo (cm),K (1/y),Locality,Country,LinfLmax,Comment
4655,Amphiprion,tricinctus,Amphiprion tricinctus,#N/A,unsexed,tagging/recapture,TL,16.5,0.360000014,Eniwetok Atoll,Marshall Is,yes,
3622,Amphistichus,argenteus,Amphistichus argenteus,#N/A,female,,TL,53,0.147,"California 33.5°N, 10-20 m",USA,no,
3622,Amphistichus,argenteus,Amphistichus argenteus,#N/A,male,,TL,42,0.184,"California 33.5° N, 10-20 m",USA,no,
3810,Anarhichas,denticulatus,Anarhichas denticulatus,3253,unsexed,,TL,162,0.081,,Russian Fed,no,
3810,Anarhichas,denticulatus,Anarhichas denticulatus,3253,unsexed,annuli on many otoliths,TL,150,0.097999997,North Atlantic,Norway,no,
2501,Anarhichas,lupus,Anarhichas lupus,2456,female,,TL,158,0.043000001,North Atlantic,Germany,no,
2501,Anarhichas,lupus,Anarhichas lupus,2456,male,annuli on many otoliths,TL,167,0.044,North Atlantic,Germany,no,
2501,Anarhichas,lupus,Anarhichas lupus,2456,female,annuli on many otoliths,TL,115,0.109999999,North Sea,UK,no,
2501,Anarhichas,lupus,Anarhichas lupus,2456,male,annuli on many otoliths,TL,111,0.119999997,North Sea,UK,no,
2501,Anarhichas,lupus,Anarhichas lupus,2456,unsexed,,TL,104,0.120999999,Barents Sea,Russian Fed,no,
3811,Anarhichas,minor,Anarhichas minor,2457,unsexed,annuli on many otoliths,TL,181,0.061000001,North Atlantic,Norway,no,
3811,Anarhichas,minor,Anarhichas minor,2457,unsexed,,TL,153,0.093999997,"Northern Bear Island, Finmark",Norway,no,
3811,Anarhichas,minor,Anarhichas minor,2457,male,,TL,140,0.123999998,"Northern Bear Island, Finmark",Norway,no,
3811,Anarhichas,minor,Anarhichas minor,2457,unsexed,,NG,138,0.129999995,,Norway,no,
730,Anchoa,mundeola,Anchoa mundeola,#N/A,unsexed,length-frequencies,TL,16,0.207000002,Gulf of Nicoya,Costa Rica,no,"As <i>Anchoa panamenis</i> in Ref.3231, but most probably <i>A. mundeola</i>"
1163,Anchoa,nasus,Anchoa nasus,10383,unsexed,length-frequencies,TL,8.600000381,1.779999971,Manta,Ecuador,no,
1163,Anchoa,nasus,Anchoa nasus,10383,unsexed,length-frequencies,TL,8.5,1.820000052,Manta,Ecuador,no,
534,Anchoa,panamensis,Anchoa panamensis,#N/A,unsexed,length-frequencies,FL,11.39999962,2.78399992,Huizache-Caimanero lagoon,Mexico,no,
8253,Anisotremus,interruptus,Anisotremus interruptus,#N/A,unsexed,length-frequencies,FL,48.20000076,0.129999995,Colima,Mexico,no,
1619,Anodontostoma,chacunda,Anodontostoma chacunda,2897,unsexed,,TL,20.79999924,0.869000018,Godavary Estuary,India,no,
1619,Anodontostoma,chacunda,Anodontostoma chacunda,2897,unsexed,length-frequencies,TL,18.10000038,1.299999952,Riau Waters (Bintan),Indonesia,no,
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,male,scale annual rings,TL,78,0.230000004,Oregon,USA,yes,
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,male,annuli on many otoliths,NG,56,0.430000007,Vancouver I. (west coast),Can Br Colum,yes,Age validation done with tagging and oxytetracycline injections.
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,Female,scale annual rings,FL,109.6999969,0.109999999,Bering Sea,Russian Fed,no,
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,Mixed,scale annual rings,,102.8000031,0.129999995,Bering Sea,Russian Fed,no,
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,female,annuli on many otoliths,NG,81.69999695,0.140000001,Vancouver I. (west coast),Can Br Colum,no,Age validation done with tagging and oxytetracycline injections.
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,Mixed,scale annual rings,FL,84.90000153,0.159999996,Bering Sea,Russian Fed,no,
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,female,annuli on many otoliths,NG,80.80000305,0.159999996,Queen Charlotte Is. (west coast),Can Br Colum,no,Age validation done with tagging and oxytetracycline injections.
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,female,annuli on many otoliths,NG,81.59999847,0.159999996,Queen Charlotte Sound (east coast inlets),Can Br Colum,no,Age validation done with tagging and oxytetracycline injections.
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,female,scale annual rings,TL,96,0.189999998,Oregon,USA,no,
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,female,annuli on many otoliths,NG,69.5,0.189999998,Vancouver I. (west coast),Can Br Colum,no,Age validation done with tagging and oxytetracycline injections.
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,unsexed,,NG,94,0.189999998,Northeast Pacific,Canada,no,
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,Male,scale annual rings,FL,79.30000305,0.200000003,Bering Sea,Russian Fed,no,
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,male,annuli on many otoliths,NG,64.59999847,0.25999999,Queen Charlotte Sound (east coast inlets),Can Br Colum,no,Age validation done with tagging and oxytetracycline injections.
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,unsexed,,,74,0.270000011,West coast,Canada,no,
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,male,annuli on many otoliths,NG,65.69999695,0.289999992,Vancouver I. (west coast),Can Br Colum,no,Age validation done with tagging and oxytetracycline injections.
512,Anoplopoma,fimbria,Anoplopoma fimbria,3341,male,annuli on many otoliths,NG,65.5,0.469999999,Queen Charlotte Is. (west coast),Can Br Colum,no,Age validation done with tagging and oxytetracycline injections.
60529,Anotopterus,nikparini,Anotopterus nikparini,#N/A,unsexed,annuli on few otoliths,TL,110,0.5,California current,USA,no,very tentative estimates (data from p. 50 in Ref. 4525). Do not use M value for new model to predict M.
2006,Antimora,microlepis,Antimora microlepis,#N/A,Mixed,annuli on many otoliths,TL,70.90000153,0.090000004,N Kurils and SE Kamchatka,Russian Fed,no,
2005,Antimora,rostrata,Antimora rostrata,2216,unsexed,annuli on many otoliths,TL,64.40000153,0.089000002,,Iceland,no,57 specimens covering a narrow size range.
2005,Antimora,rostrata,Antimora rostrata,2216,mixed,annuli on many otoliths,TL,81.69999695,0.100000001,mid-Atlantic Ridge and off Greenland,Greenland,no,"257 specimens between 10 and 80 cm TL. Due to limited fishing in the area, Z is assumed = M. Various empirical models from M gave an average of 0.15 (0.13 to 0.18)."
646,Aphanopus,carbo,Aphanopus carbo,2469,unsexed,length-frequencies,TL,145,0.109999999,Sesimbra waters (south of Lisbon),Portugal,no,
646,Aphanopus,carbo,Aphanopus carbo,2469,mixed,annuli on many otoliths,TL,139,0.250999987,off Madeira,Madeira Is,no,Similar results obtained from length-frequency analysis.
83,Aphareus,rutilans,Aphareus rutilans,10450,unsexed,annuli on many otoliths,SL,82.69999695,0.159999996,Lihir Island group (seamount),Papua N Guin,no,s.e.(Linf): 5 cm; s.e.(K): 0.02.
83,Aphareus,rutilans,Aphareus rutilans,10450,unsexed,annuli on many otoliths,FL,123,0.163000003,,N Marianas,no,
39,Aphia,minuta,Aphia minuta,10451,male,annuli on many otoliths,TL,7.400000095,1.409999967,C. Adriatic Sea,Italy,no,
39,Aphia,minuta,Aphia minuta,10451,female,annuli on many otoliths,TL,6.599999905,1.610000014,C. Adriatic Sea,Italy,no,
39,Aphia,minuta,Aphia minuta,10451,mixed,annuli on many otoliths,TL,5.369999886,2.230000019,"Majorca coast, Baleares",Spain,no,Do not use M value for new model to predict M.
4600,Apogon,cyanosoma,Apogon cyanosoma,#N/A,unsexed,direct observation,TL,9.199999809,2.930000067,"Eilat (coral reefs), Red Sea",Israel,no,
1693,Apogon,imberbis,Apogon imberbis,#N/A,unsexed,,TL,15,0.899999976,"Nice to Menton, 20 m depth",France,no,
8231,Apogon,lineatus,Apogon lineatus,#N/A,female,annuli on many otoliths,TL,11.89999962,0.370000005,Tokyo Bay,Japan,no,t-zero seems high.
8231,Apogon,lineatus,Apogon lineatus,#N/A,male,annuli on many otoliths,TL,9.5,0.5,off Niigata Prefecture,Japan,no,
8231,Apogon,lineatus,Apogon lineatus,#N/A,male,annuli on many otoliths,TL,8.699999809,1.120000005,Tokyo Bay,Japan,no,Linf lower than largest males in sample.
8231,Apogon,lineatus,Apogon lineatus,#N/A,female,annuli on many otoliths,TL,8.5,1.230000019,off Niigata Prefecture,Japan,no,
84,Aprion,virescens,Aprion virescens,10484,Unsexed,annuli on many otoliths,FL,79,0.129999995,"Mahé Plateau (5°S, 55°E)",Seychelles,no,cross.ref.: 72458
84,Aprion,virescens,Aprion virescens,10484,female,length-frequencies,FL,108,0.140000001,,Seychelles,no,Temperature is for depths of 20-60 m.
84,Aprion,virescens,Aprion virescens,10484,male,length-frequencies,FL,95,0.289999992,,Seychelles,no,Temperature is for depths of 20-60 m.
84,Aprion,virescens,Aprion virescens,10484,unsexed,annuli on many otoliths,SL,66,0.310000002,,New Caledonia,no,"Winf computed from Ref. 3111, table 19.1; b=3: assumed value."
84,Aprion,virescens,Aprion virescens,10484,unsexed,,FL,78,0.34799999,,Seychelles,no,
85,Apsilus,dentatus,Apsilus dentatus,#N/A,male,scale annual rings,FL,58,0.649999976,,Jamaica,no,M is mean length in unexploited stock and B&H equation of 1956.
441,Archosargus,probatocephalus,Archosargus probatocephalus,3186,female,annuli on many otoliths,FL,44.70000076,0.367000014,Louisiana waters,USA,yes,
441,Archosargus,probatocephalus,Archosargus probatocephalus,3186,male,annuli on many otoliths,FL,41.90000153,0.419999987,Louisiana waters,USA,yes,
441,Archosargus,probatocephalus,Archosargus probatocephalus,3186,unsexed,tagging/recapture,TL,47.79999924,0.35800001,Texas bays,USA,no,
2699,Argentina,sialis,Argentina sialis,#N/A,female,annuli on few otoliths,TL,22,0.540000021,California current,USA,no,very tentative estimates (from data on p. 21 in ref. 4525). Do not use M value for new model to predict M.
2700,Argentina,silus,Argentina silus,10536,Unsexed,,TL,34,0.621999979,Porculpine Bank,Ireland,yes,
2700,Argentina,silus,Argentina silus,10536,Unsexed,,TL,54,0.090999998,not specified,Iceland,no,
2700,Argentina,silus,Argentina silus,10536,unsexed,,TL,50.70000076,0.119999997,57°N  8°E,Denmark,no,
2700,Argentina,silus,Argentina silus,10536,unsexed,,TL,52.5,0.120999999,"63°N  24°W, 400 m depth",Iceland,no,
2700,Argentina,silus,Argentina silus,10536,Unsexed,,TL,40,0.136999995,Nova Scotia Banks,USA,no,
2700,Argentina,silus,Argentina silus,10536,unsexed,annuli on many otoliths,TL,43.79999924,0.138999999,43°N  62°W (Nova Scotia),Canada,no,temperature for max CPUE
2700,Argentina,silus,Argentina silus,10536,unsexed,,TL,55.59999847,0.143000007,"65°N  30°W, 400 m depth",Greenland,no,
2700,Argentina,silus,Argentina silus,10536,Unsexed,,TL,56,0.150999993,not specified,Greenland,no,
2700,Argentina,silus,Argentina silus,10536,male,annuli on many otoliths,TL,42.5,0.165999994,"43°N  64°W  La Have Bank, 275 m depth",Canada,no,
2700,Argentina,silus,Argentina silus,10536,female,annuli on many otoliths,TL,39.29999924,0.179000005,"43°N  64°W  La Have Bank, 275 m depth",Canada,no,
2700,Argentina,silus,Argentina silus,10536,Unsexed,,TL,46,0.185000002,not specified,Faeroe Is,no,
2700,Argentina,silus,Argentina silus,10536,female,annuli on many otoliths,TL,42.59999847,0.192000002,North-eastern North Sea and Skagerrak,Denmark,no,
2700,Argentina,silus,Argentina silus,10536,Unsexed,,TL,45,0.196999997,not specified,Can Newfounl,no,
2700,Argentina,silus,Argentina silus,10536,unsexed,,TL,45.40000153,0.199000001,"44°N  52°W, 400 m depth",Can Newfounl,no,
2700,Argentina,silus,Argentina silus,10536,male,annuli on many otoliths,TL,40.29999924,0.207000002,North-eastern North Sea and Skagerrak,Denmark,no,
2700,Argentina,silus,Argentina silus,10536,Unsexed,,TL,45,0.244000003,not specified,Norway,no,
2700,Argentina,silus,Argentina silus,10536,Unsexed,,TL,42,0.300000012,Rockall Bank,USA,no,
2700,Argentina,silus,Argentina silus,10536,Unsexed,,TL,37,0.435000002,S.W. Ireland,Ireland,no,
2700,Argentina,silus,Argentina silus,10536,Unsexed,,TL,38,0.566999972,N.W. of Scotland,UK Scotland,no,
20,Argentina,sphyraena,Argentina sphyraena,10537,unsexed,annuli on many otoliths,TL,22.29999924,0.277999997,"Mediterranean, off Sète",France,no,Do not use M value for new model to predict M.
40,Argyropelecus,affinis,Argyropelecus affinis,#N/A,unsexed,annuli on few otoliths,TL,10,0.670000017,California current,USA,no,very tentative estimates (data from p. 29 in Ref. 4525).
4541,Argyrops,filamentosus,Argyrops filamentosus,#N/A,unsexed,,TL,45.59999847,0.226999998,"Gulf of Aden, 50 m",Yemen,no,
442,Argyrops,spinifer,Argyrops spinifer,2378,unsexed,,TL,96.40000153,0.077,"Gulf of Aden, 50 m",Yemen,yes,
442,Argyrops,spinifer,Argyrops spinifer,2378,unsexed,other annual rings,FL,57.79999924,0.209999993,Gulf of Aden,Yemen,no,"data from vertebral annuli, cross-checked with scales"
17270,Argyrosomus,inodorus,Argyrosomus inodorus,#N/A,unsexed,annuli on many otoliths,TL,112,0.093999997,Northern region,Namibia,no,
17270,Argyrosomus,inodorus,Argyrosomus inodorus,#N/A,unsexed,annuli on many otoliths,TL,116,0.119999997,Southern region,Namibia,no,
418,Argyrosomus,regius,Argyrosomus regius,2357,unsexed,,TL,70,0.194999993,Port Said,Egypt,yes,
418,Argyrosomus,regius,Argyrosomus regius,2357,unsexed,annuli on many otoliths,TL,210,0.089000002,,Mauritania,no,
443,Argyrozona,argyrozona,Argyrozona argyrozona,3187,unsexed,,FL,74.5,0.071000002,Cape southwest coast,South Africa,no,
443,Argyrozona,argyrozona,Argyrozona argyrozona,3187,unsexed,annuli on many otoliths,FL,62.29999924,0.079999998,Tsitsikamma National Park,South Africa,no,
1300,Ariomma,indicum,Ariomma indicum,#N/A,unsexed,length-frequencies,FL,21.70000076,1.100000024,Visayas,Philippines,no,
1300,Ariomma,indicum,Ariomma indicum,#N/A,unsexed,length-frequencies,FL,21,1.110000014,Ragay Gulf,Philippines,no,
1300,Ariomma,indicum,Ariomma indicum,#N/A,unsexed,length-frequencies,FL,22,1.120000005,Bay of Bengal,Bangladesh,no,
1300,Ariomma,indicum,Ariomma indicum,#N/A,unsexed,length-frequencies,FL,22.5,1.129999995,Samar Sea,Philippines,no,
11577,Aristostomias,scintillans,Aristostomias scintillans,#N/A,unsexed,annuli on few otoliths,TL,23,0.400000006,California current,USA,no,very tentative estimates (data from p. 33 in Ref. 4525). Do not use M value for new model to predict M.
4928,Arius,heudelotii,Arius heudelotii,#N/A,unsexed,other annual rings,FL,70,0.142000005,Conakry,Guinea,no,Growth parameters estimated from fish only up to 41 cm.
4928,Arius,heudelotii,Arius heudelotii,#N/A,unsexed,,TL,68.5,0.148000002,,Cameroon,no,Entered from a secondary source in press.
41,Arnoglossus,laterna,Arnoglossus laterna,#N/A,Male,,TL,15.89999962,0.140000001,Yumurtalic Gulf,Turkey,no,
41,Arnoglossus,laterna,Arnoglossus laterna,#N/A,Female,,TL,14.60000038,0.150000006,Yumurtalic Gulf,Turkey,no,
41,Arnoglossus,laterna,Arnoglossus laterna,#N/A,female,annuli on many otoliths,TL,15.80000019,0.839999974,"Douarnenez Bay, Brittany",France,no,0 and 1 age groups unrepresented in catches; K may be overestimated.
41,Arnoglossus,laterna,Arnoglossus laterna,#N/A,male,annuli on many otoliths,TL,15.19999981,1.031999946,"Douarnenez Bay, Brittany",France,no,0 and 1 age groups unrepresented in catches; K may be overestimated.
43,Arnoglossus,thori,Arnoglossus thori,#N/A,female,annuli on many otoliths,TL,18.20000076,0.50999999,"Douarnenez Bay, Brittany",France,no,0 and 1 age groups unrepresented in catches; K may be overestimated.
43,Arnoglossus,thori,Arnoglossus thori,#N/A,male,annuli on many otoliths,TL,16.60000038,0.584999979,"Douarnenez Bay, Brittany",France,no,0 and 1 age groups unrepresented in catches; K may be overestimated.
392,Arripis,georgianus,Arripis georgianus,2330,female,otoliths on many annuli,TL,26.20000076,0.819999993,South-Southwest,Australia,no,temperature reference=reference 1(from study)
392,Arripis,georgianus,Arripis georgianus,2330,male,otoliths on many annuli,TL,23.89999962,0.99000001,South-Southwest,Australia,no,temperature reference=reference 1(from study)
5048,Arripis,trutta,Arripis trutta,3131,unsexed,scale annual rings,FL,22.10000038,1.700000048,"Gippsland Lakes, Victoria",Australia,yes,Method of parameter estimation: Gulland (1965).
5048,Arripis,trutta,Arripis trutta,3131,female,,FL,56.90000153,0.239999995,Central region,New Zealand,no,
5048,Arripis,trutta,Arripis trutta,3131,male,,FL,55.59999847,0.239999995,Central region,New Zealand,no,
5048,Arripis,trutta,Arripis trutta,3131,male,,FL,53.90000153,0.25999999,Western North Island,New Zealand,no,from otolith/scale readings.
5048,Arripis,trutta,Arripis trutta,3131,female,,FL,55.29999924,0.270000011,Western North Island,New Zealand,no,from otolith/scale readings.
5048,Arripis,trutta,Arripis trutta,3131,female,,FL,55.20000076,0.289999992,Western South Island,New Zealand,no,
5048,Arripis,trutta,Arripis trutta,3131,unsexed,scale annual rings,FL,57.70000076,0.291000009,Tasmania,Australia,no,Method of parameter estimation: (Gulland (1965).
5048,Arripis,trutta,Arripis trutta,3131,unsexed,scale annual rings,FL,58.70000076,0.300000012,New South Wales,Australia,no,Method of parameter estimation: Gulland (1965).
5048,Arripis,trutta,Arripis trutta,3131,male,,FL,53,0.330000013,Western South Island,New Zealand,no,
5048,Arripis,trutta,Arripis trutta,3131,unsexed,scale annual rings,FL,49.5,0.379999995,Victoria (except Gippsland Lakes),Australia,no,Method of parameter estimation: Gulland (1965).
14606,Arripis,truttacea,Arripis truttacea,#N/A,unsexed,scale annual rings,FL,32.09999847,0.694000006,"Gippsland Lakes, Victoria",Australia,yes,method of parameter estimation: Gulland (1865)
14606,Arripis,truttacea,Arripis truttacea,#N/A,unsexed,scale annual rings,FL,68.90000153,0.261000007,South Australia,Australia,no,method of VBGF parameter estimation: Gulland (1865); M from adult survival rates estimated from tag-recapture data.
14606,Arripis,truttacea,Arripis truttacea,#N/A,unsexed,scale annual rings,FL,62.90000153,0.275000006,Victoria (except Gippsland Lakes),Australia,no,method of parameter estimation: Gulland (1865)
14606,Arripis,truttacea,Arripis truttacea,#N/A,unsexed,scale annual rings,FL,75.59999847,0.300000012,Western Australia,Australia,no,method of parameter estimation: Gulland (1865).
23953,Artediellus,camchaticus,Artediellus camchaticus,#N/A,Male,annuli on many otoliths,TL,19.79999924,0.150000006,East Kamchatka,Russian Fed,no,
23953,Artediellus,camchaticus,Artediellus camchaticus,#N/A,Female,annuli on few otoliths,TL,18.89999962,0.159999996,East Kamchatka,Russian Fed,no,
44,Aspitrigla,cuculus,Aspitrigla cuculus,2533,male,,TL,29.29999924,0.409999996,Adriatic Sea,Italy,yes,
44,Aspitrigla,cuculus,Aspitrigla cuculus,2533,male,annuli on many otoliths,FL,20.39999962,0.508000016,Saronikos Gulf,Greece,yes,
44,Aspitrigla,cuculus,Aspitrigla cuculus,2533,male,annuli on many otoliths,TL,23.39999962,0.589999974,Tyrrhenian Sea,Italy,yes,
44,Aspitrigla,cuculus,Aspitrigla cuculus,2533,female,annuli on many otoliths,TL,24.20000076,0.74000001,Tyrrhenian Sea,Italy,yes,
44,Aspitrigla,cuculus,Aspitrigla cuculus,2533,mixed,,,34.79999924,0.282999992,Gulf of Lion,France,no,
44,Aspitrigla,cuculus,Aspitrigla cuculus,2533,female,,TL,29.20000076,0.400000006,Adriatic Sea,Italy,no,
44,Aspitrigla,cuculus,Aspitrigla cuculus,2533,female,annuli on many otoliths,TL,41.70000076,0.460000008,Douarnenez Bay,France,no,
44,Aspitrigla,cuculus,Aspitrigla cuculus,2533,male,annuli on many otoliths,TL,37.09999847,0.519999981,Douarnenez Bay,France,no,
518,Atheresthes,evermanni,Atheresthes evermanni,3357,Mixed,scale annual rings,TL,102.1999969,0.079999998,West Kamchatka,Russian Fed,no,
518,Atheresthes,evermanni,Atheresthes evermanni,3357,Mixed,annuli on many otoliths,TL,80.40000153,0.129999995,Bering Sea,Russian Fed,no,
517,Atheresthes,stomias,Atheresthes stomias,3356,Female,,,85.58999634,0.059999999,,Russian Fed,no,
517,Atheresthes,stomias,Atheresthes stomias,3356,Male,,,69.72000122,0.090000004,,Russian Fed,no,
45,Atherina,presbyter,Atherina presbyter,#N/A,unsexed,scale annual rings,SL,13.69999981,0.699999988,"Fawley power station, Southampton Water",UK Engld Wal,no,Growth seasonality considered. Do not use M value for new model to predict M.
420,Atractoscion,aequidens,Atractoscion aequidens,3158,unsexed,annuli on many otoliths,FL,112,0.270000011,Eastern seaboard,South Africa,no,
3578,Atractoscion,nobilis,Atractoscion nobilis,2358,unsexed,scale annual rings,TL,146,0.128000006,"California waters, 33°30'N 119°30'W",USA,no,"Winf from Ref. 1139. Temp. changed from 24 to 20 (RF). M estimated using an algebraic procedure equivalent to plot of Z on effort, with two data pairs."
