,assessid,stockid,stocklong,scientificname,FisheryType,region,areaid,areaname,assessorid,mgmt,managementauthority,Country,SpecCntryMatch,RegionFAO,confirmed
494,ADFG-HERRSITKA-1978-2007-COLLIE,HERRSITKA,Pacific herring Sitka,Clupea pallasii,Forage Fish,US Alaska,USA-NMFS-SITKA,Sitka,ADFG,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
495,AFSC-BKINGCRABSMI-1960-2008-JENSEN,BKINGCRABSMI,Blue king crab Saint Matthews Island,Paralithodes platypus,Invertebrate,US Alaska,USA-NMFS-SMI,Saint Matthews Island,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
496,ASMFC-LOBSTERSNE-1981-2007-STANTON,LOBSTERSNE,American lobster Southern New England,Homarus americanus,Invertebrate,US East Coast,USA-NMFS-SNE,Southern New England,ASMFC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
497,NEFSC-WINDOWSNEMATL-1975-2007-HENDRICKSON,WINDOWSNEMATL,Windowpane Southern New England-Mid Atlantic,Scophthalmus aquosus,Flatfish,US East Coast,USA-NMFS-SNEMATL,Southern New England /Mid Atlantic,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
498,NEFSC-WINFLOUNSNEMATL-1940-2007-TERCEIRO,WINFLOUNSNEMATL,Winter Flounder Southern New England-Mid Atlantic,Pseudopleuronectes americanus,Flatfish,US East Coast,USA-NMFS-SNEMATL,Southern New England /Mid Atlantic,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
499,NEFSC-YELLSNEMATL-1935-2008-BAUM,YELLSNEMATL,Yellowtail Flounder Southern New England-Mid Atlantic,Limanda ferruginea,Flatfish,US East Coast,USA-NMFS-SNEMATL,Southern New England /Mid Atlantic,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
500,NEFSC-WINFLOUNSNEMATL-1980-2010-HIVELY,WINFLOUNSNEMATL,Winter Flounder Southern New England-Mid Atlantic,Pseudopleuronectes americanus,Flatfish,US East Coast,USA-NMFS-SNEMATL,Southern New England /Mid Atlantic,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"21,31",NA
501,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,BLACKROCKSPCOAST,Black rockfish Southern Pacific Coast,Sebastes melanops,Rockfish,US West Coast,USA-NMFS-SPCOAST,Southern Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,77,1
502,PFMC-BOCACCSPCOAST-1930-2009-CHING,BOCACCSPCOAST,Bocaccio Southern Pacific Coast,Sebastes paucispinis,Rockfish,US West Coast,USA-NMFS-SPCOAST,Southern Pacific Coast,PFMC,NMFS,"National Marine Fisheries Service, US national management",USA,1,77,1
503,NWFSC-CHILISPCOAST-1892-2007-BRANCH,CHILISPCOAST,Chilipepper Southern Pacific Coast,Sebastes goodei,Rockfish,US West Coast,USA-NMFS-SPCOAST,Southern Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,77,1
504,SWFSC-GOPHERSPCOAST-1965-2005-STANTON,GOPHERSPCOAST,Gopher rockfish Southern Pacific Coast,Sebastes carnatus,Rockfish,US West Coast,USA-NMFS-SPCOAST,Southern Pacific Coast,SWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,77,1
505,NWFSC-LINGCODSPCOAST-1928-2009-STACHURA,LINGCODSPCOAST,Lingcod Southern Pacific Coast,Ophiodon elongatus,Other Marine,US West Coast,USA-NMFS-SPCOAST,Southern Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,77,1
506,SWFSC-STFLOUNSPCOAST-1970-2005-STANTON,STFLOUNSPCOAST,Starry flounder Southern Pacific Coast,Platichthys stellatus,Flatfish,US West Coast,USA-NMFS-SPCOAST,Southern Pacific Coast,SWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,77,1
507,ADFG-HERRTOG-1990-2010-HIVELY,HERRTOG,Herring Togiak District,Clupea pallasii,Forage Fish,US Alaska,USA-NMFS-TOG,Togiak District,ADFG,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
508,SEFSC-RSNAPWGM-1880-2003-STANTON,RSNAPWGM,Red snapper Western Gulf of Mexico,Lutjanus campechanus,Other Marine,US Southeast and Gulf,USA-NMFS-WGM,Western Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
219,NAFO-SC-GHAL01ABCDEF-1987-2006-PREFONTAINE,GHAL01ABCDEF,Greenland halibut NAFO 01ABCDEF,Reinhardtius hippoglossoides,Flatfish,European Union,multinational-NAFO-01ABCDEF,NAFO divisions 01ABCDEF,NAFO-SC,NAFO,Northwest Atlantic Fisheries Organization,Multinational,NA,21,1
220,NAFO-SC-REDFISHSPP1-1965-2004-PREFONTAINE,REDFISHSPP1,Redfish species NAFO 1,Sebastes spp,Rockfish,European Union,multinational-NAFO-1,West Greenland,NAFO-SC,NAFO,Northwest Atlantic Fisheries Organization,Multinational,NA,21,1
221,NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE,GHAL23KLMNO,Greenland halibut NAFO 23KLMNO,Reinhardtius hippoglossoides,Flatfish,Canada East Coast,multinational-NAFO-23KLMNO,Labrador Shelf - Grand Banks,NAFO-SC,NAFO,Northwest Atlantic Fisheries Organization,Multinational,NA,21,1
222,NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM,REDFISHSPP3LN,Redfish species NAFO 3LN,Sebastes spp,Rockfish,Canada East Coast,multinational-NAFO-3LN,N and SW Grand Banks,NAFO-SC,NAFO,Northwest Atlantic Fisheries Organization,Multinational,NA,21,1
223,NAFO-SC-AMPL3LNO-1955-2007-BAUM,AMPL3LNO,American Plaice NAFO-3LNO,Hippoglossoides platessoides,Flatfish,Canada East Coast,multinational-NAFO-3LNO,Grand Banks,NAFO-SC,NAFO,Northwest Atlantic Fisheries Organization,Multinational,NA,21,1
224,NAFO-SC-YELL3LNO-1960-2009-BAUM,YELL3LNO,Yellowtail Flounder NAFO 3LNO,Limanda ferruginea,Flatfish,Canada East Coast,multinational-NAFO-3LNO,Grand Banks,NAFO-SC,NAFO,Northwest Atlantic Fisheries Organization,Multinational,NA,21,1
225,NAFO-SC-AMPL3M-1960-2007-BAUM,AMPL3M,American Plaice NAFO-3M,Hippoglossoides platessoides,Flatfish,Canada East Coast,multinational-NAFO-3M,Flemish Cap,NAFO-SC,NAFO,Northwest Atlantic Fisheries Organization,Multinational,NA,21,1
226,NAFO-SC-COD3M-1960-2012-CHING,COD3M,Atlantic cod NAFO 3M,Gadus morhua,Gadids,Canada East Coast,multinational-NAFO-3M,Flemish Cap,NAFO-SC,NAFO,Northwest Atlantic Fisheries Organization,Multinational,NA,21,1
227,NAFO-SC-REDFISHSPP3M-1985-2006-PREFONTAINE,REDFISHSPP3M,Redfish species NAFO 3M,Sebastes spp,Rockfish,Canada East Coast,multinational-NAFO-3M,Flemish Cap,NAFO-SC,NAFO,Northwest Atlantic Fisheries Organization,Multinational,NA,21,1
228,NAFO-SC-COD3NO-1953-2011-CHING,COD3NO,Atlantic cod NAFO 3NO,Gadus morhua,Gadids,Canada East Coast,multinational-NAFO-3NO,Southern Grand Banks,NAFO-SC,NAFO,Northwest Atlantic Fisheries Organization,Multinational,NA,21,1
297,VNIRO-WPOLLNAVAR-1994-2004-JENSEN,WPOLLNAVAR,Walleye Pollock Navarinsky,Theragra chalcogramma,Gadids,Russia Japan,Russia-RFFA-NAVAR,Navarinsky,VNIRO,RFFA,"Russian Federal Fisheries Agency, Russia national management",Russia,NA,61,1
298,VNIRO-WPOLLNSO-1963-2012-CHING,WPOLLNSO,Walleye pollock Northern Sea of Okhotsk,Theragra chalcogramma,Gadids,Russia Japan,Russia-RFFA-NSO,Northern Sea of Okhotsk,VNIRO,RFFA,"Russian Federal Fisheries Agency, Russia national management",Russia,NA,61,1
299,VNIRO-WPOLLWBS-1970-2008-CHING,WPOLLWBS,Walleye pollock Western Bering Sea,Theragra chalcogramma,Gadids,Russia Japan,Russia-RFFA-WBS,Western Bering Sea,VNIRO,RFFA,"Russian Federal Fisheries Agency, Russia national management",Russia,NA,61,1
247,EWG-BS-WHITBLACK-1994-2011-HIVELY,WHITBLACK,Whiting Black Sea,Merlangius merlangus,Gadids,European Union,multinational-STECF-BLACK,Black Sea,EWG-BS,STECF,"Scientific, Technical and Economic Committee for Fisheries",Multinational,NA,37,1
300,MARAM-CRLOBSTERSA12-1910-2012-Johnston,CRLOBSTERSA12,West coast rock lobster South Africa Areas 1-2,Jasus lalandii,Invertebrate,South Africa,South Africa-DETMCM-1-2,South Africa Areas 1-2,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,1,"47,51",
301,MARAM-CRLOBSTERSA34-1910-2012-Johnston,CRLOBSTERSA34,West coast rock lobster South Africa Areas 3-4,Jasus lalandii,Invertebrate,South Africa,South Africa-DETMCM-3-4,South Africa Areas 3-4,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,1,"47,51",
302,MARAM-CRLOBSTERSA56-1910-2012-Johnston,CRLOBSTERSA56,West coast rock lobster South Africa Areas 5-6,Jasus lalandii,Invertebrate,South Africa,South Africa-DETMCM-5-6,South Africa Areas 5-6,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,1,"47,51",
303,MARAM-CRLOBSTERSA7-1910-2012-Johnston,CRLOBSTERSA7,West coast rock lobster South Africa Area 7,Jasus lalandii,Invertebrate,South Africa,South Africa-DETMCM-7,South Africa Area 7,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,1,"47,51",
304,MARAM-CRLOBSTERSA8-1910-2012-Johnston,CRLOBSTERSA8,West coast rock lobster South Africa Area 8,Jasus lalandii,Invertebrate,South Africa,South Africa-DETMCM-8,South Africa Area 8,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,1,"47,51",
305,MARAM-PTOOTHFISHPEI-1960-2013-Brandao,PTOOTHFISHPEI,Patagonian toothfish South Africa Subantarctic Prince Edward Islands,Dissostichus eleginoides,Other Marine,South Africa,South Africa-DETMCM-PEI,South Africa Subantarctic Prince Edward Islands,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,1,"47,51",
306,MARAM-ANCHOSA-1984-2011-deMoor,ANCHOSA,Anchovy South Africa,Engraulis encrasicolus,Forage Fish,South Africa,South Africa-DETMCM-SA,South Africa,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,NA,"47,51",
307,MARAM-CHAKESA-1917-2013-Rademeyer,CHAKESA,Shallow-water cape hake South Africa,Merluccius capensis,Gadids,South Africa,South Africa-DETMCM-SA,South Africa,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,NA,"47,51",
308,MARAM-DEEPCHAKESA-1917-2013-Rademeyer,DEEPCHAKESA,Deep-water cape hake South Africa,Merluccius paradoxus,Gadids,South Africa,South Africa-DETMCM-SA,South Africa,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,NA,"47,51",
309,MARAM-KINGKLIPSA-1986-2012-Brandao,KINGKLIPSA,Kingklip South Africa,Genypterus capensis,Other Marine,South Africa,South Africa-DETMCM-SA,South Africa,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,1,"47,51",?
310,MARAM-SAABALONESA-1951-2013-Brandao,SAABALONESA,Abalone South Africa,Haliotis midae,Invertebrate,South Africa,South Africa-DETMCM-SA,South Africa,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,1,"47,51",?
311,MARAM-SARDSA-1984-2011-deMoor,SARDSA,Sardine South Africa,Sardinops sagax,Forage Fish,South Africa,South Africa-DETMCM-SA,South Africa,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,NA,"47,51",?
312,MARAM-CTRACSA-1949-2013-Furman,CTRACSA,Cape horse mackerel South Africa South coast,Trachurus capensis,Forage Fish,South Africa,South Africa-DETMCM-SASC,South Africa South coast,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,1,"47,51",1
313,MARAM-SSLOBSTERSASC-1973-2012-Johnston,SSLOBSTERSASC,Southern spiny lobster South Africa South coast,Palinurus gilchristi,Invertebrate,South Africa,South Africa-DETMCM-SASC,South Africa South coast,MARAM,DETMCM,"South African national management, Fisheries Branch of Department of Agriculture, Forestry and Fisheries",South Africa,1,"47,51",
27,SARDI-SNAPSAUSNSG-1983-2010-BANOBI,SNAPSAUSNSG,Snapper Northern Spencer Gulf,Chrysophrys auratus,Other Marine,Australia,Australia-SARDI-SAUSNSG,Northern Spencer Gulf,SARDI,SARDI,South Australian Research and Development Institute,Australia,NA,57,1
28,SARDI-RROCKLOBSTERSAUSNZ-1966-2010-BANOBI,RROCKLOBSTERSAUSNZ,Rock Lobster South Australia Northern Zone,Jasus edwardsii,Invertebrate,Australia,Australia-SARDI-SAUSNZ,South Australia Northern Zone,SARDI,SARDI,South Australian Research and Development Institute,Australia,NA,"57,81",
29,SARDI-SNAPSAUSSGSV-1983-2010-BANOBI,SNAPSAUSSGSV,Snapper Southern Gulf St. Vincent,Chrysophrys auratus,Other Marine,Australia,Australia-SARDI-SAUSSGSV,Southern Gulf St. Vincent,SARDI,SARDI,South Australian Research and Development Institute,Australia,NA,57,1
30,SARDI-SNAPSAUSSSG-1984-2010-BANOBI,SNAPSAUSSSG,Snapper Southern Spencer Gulf,Chrysophrys auratus,Other Marine,Australia,Australia-SARDI-SAUSSSG,Southern Spencer Gulf,SARDI,SARDI,South Australian Research and Development Institute,Australia,NA,57,1
31,SARDI-RROCKLOBSTERSAUSSZ-1965-2010-BANOBI,RROCKLOBSTERSAUSSZ,Rock Lobster South Australia Southern Zone,Jasus edwardsii,Invertebrate,Australia,Australia-SARDI-SAUSSZ,South Australia Southern Zone,SARDI,SARDI,South Australian Research and Development Institute,Australia,NA,"57,81",
229,IFOP-BWHITCH-1979-2012-CHING,BWHITCH,Blue Whiting Chile,Micromesistius poutassou,Gadids,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,1
230,SPRFMO-CHTRACCH-1950-2010-RICARD,CHTRACCH,Chilean jack mackerel Chilean EEZ and offshore,Trachurus murphyi,Forage Fish,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,SPRFMO,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,1
231,IFOP-PATGRENADIERCH-1977-2012-CHING,PATGRENADIERCH,Patagonian grenadier Chile,Macruronus magellanicus,Gadids,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,1
232,IFOP-SOUTHHAKECH-1977-2011-CHING,SOUTHHAKECH,South Hake Chile,Merluccius australis,Gadids,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,1
233,IFOP-SPHAKECH-1968-2012-CHING,SPHAKECH,South Pacific Hake Chile,Merluccius gayi,Gadids,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,1
234,IFOP-AFLONCH-1998-2011-CHING,AFLONCH,Alfonsino Chile,Beryx splendens,Other Marine,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,NA
235,IFOP-BSQLOBSTERCH-1979-2012-CHING,BSQLOBSTERCH,Blue Squat Lobster Chilean,Cervimunida Johni,Invertebrate,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,NA
236,IFOP-HMACKCH-1970-2011-CHING,HMACKCH,Horse Mackerel Chile,Trachurus trachurus,Forage Fish,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,NA
237,IFOP-NSHRIMPCH-1949-2012-CHING,NSHRIMPCH,Nylon Shrimp Chile,Heterocarpus reedi,Invertebrate,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,NA
238,IFOP-PCEELCH-1978-2011-CHING,PCEELCH,Pink Cusk-eel Chile,Genypterus blacodes,Other Marine,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,NA
239,IFOP-PTOOTHFISHCH-1989-2011-CHING,PTOOTHFISHCH,Patagonian Toothfish Chile,Dissostichus eleginoides,Other Marine,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,NA
240,IFOP-SBREAMCH-1989-2011-CHING,SBREAMCH,Deepwater Cardinalfish Chile,Epigonus crassicaudus,Other Marine,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,NA
241,IFOP-SSARDCH-2006-2012-CHING,SSARDCH,Southern Sardine Chile,Sprattus fuengensis,Forage Fish,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,NA
242,IFOP-YNOSESKACH-1979-2011-CHING,YNOSESKACH,Yellownose Skate Chile,Zearaja chilensis,Sharks Rays and Skates,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,NA
2681,IFOP-OROUGHYCH-1999-2011-CHING,OROUGHYCH,Orange Rough Chile,Hoplostethus atlanticus,Other Marine,South America,multinational-SPRFMO-CH,Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,multinational,NA,87,NA
243,IFOP-PANCHNCH-1984-2012-CHING,PANCHNCH,Peruvian Anchoveta North Chile,Engraulis ringens,Forage Fish,South America,multinational-SPRFMO-NCH,North Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,NA
244,IFOP-PANCHSCH-1984-2012-CHING,PANCHSCH,Peruvian Anchoveta South Chile,Engraulis ringens,Forage Fish,South America,multinational-SPRFMO-SCH,South Chilean EEZ and offshore,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,NA
3561,IFOP-RSQLOBSTERCH-1968-2012-CHING,RSQLOBSTERCH,Red Squat Lobster Chile Region V-VIII,Pleuroncodes monodon,Invertebrate,South America,multinational-SPRFMO-V-VIII,Chilean EEZ and offshore region V-VIII,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,multinational,NA,87,NA
245,IFOP-CHERRCHVX-1960-2012-CHING,CHERRCHVX,Chilean Herring Chile Region V-X,Clupea bentincki,Forage Fish,South America,multinational-SPRFMO-V-X,Chilean EEZ and offshore region V-X,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,NA
246,IFOP-PANCHCHVX-1960-2012-CHING,PANCHCHVX,Peruvian Anchoveta Chile Region V-X,Engraulis ringens,Forage Fish,South America,multinational-SPRFMO-V-X,Chilean EEZ and offshore region V-X,IFOP,SPRFMO,South Pacific Regional Fisheries Management Organization,Multinational,NA,87,NA
248,IMARM-SFMAKONWPAC-1990-2003-FAUCONNET,SFMAKONWPAC,Shortfin mako Nothwest Pacific Ocean,Isurus oxyrinchus,Sharks Rays and Skates,Pacific Ocean,multinational-UNKNOWN-NWPAC,Northwest Pacific Ocean,IMARM,UNKNOWN,Unknown management body,Multinational,NA,61,
509,CBP-BCRABCHESB-1990-2010-HIVELY,BCRABCHESB,Blue Crab Chesapeake Bay,Callinectes sapidus,Invertebrate,US East Coast,USA-US State-CHESB,Cheapeake Bay,CBP,US State,US state-level management,USA,1,21,
510,RIDEM-WINFLOUNDRI-1959-2007-COLLIE,WINFLOUNDRI,Winter flounder Rhode Island,Pseudopleuronectes americanus,Flatfish,US East Coast,USA-US State-RI,Rhode Island,RIDEM,US State,US state-level management,USA,1,21,1
511,WDFW-PGEODWA-1980-2010-HIVELY,PGEODWA,Pacific Geoduck Washington,Panopea generosa,Invertebrate,US West Coast,USA-US State-WA,Washington,WDFW,US State,US state-level management,USA,NA,67,1
249,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,Thunnus obesus,Tuna and Marlin,Pacific Ocean,multinational-WCPFC-CWPAC,Central Western Pacific Ocean,SPC,WCPFC,Western and Central Pacific Fisheries Commission,Multinational,NA,71,
250,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,Katsuwonus pelamis,Tuna and Marlin,Pacific Ocean,multinational-WCPFC-CWPAC,Central Western Pacific Ocean,SPC,WCPFC,Western and Central Pacific Fisheries Commission,Multinational,NA,71,
251,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,Thunnus albacares,Tuna and Marlin,Pacific Ocean,multinational-WCPFC-CWPAC,Central Western Pacific Ocean,SPC,WCPFC,Western and Central Pacific Fisheries Commission,Multinational,NA,71,
252,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,Thunnus alalunga,Tuna and Marlin,Pacific Ocean,multinational-WCPFC-SPAC,South Pacific Ocean,SPC,WCPFC,Western and Central Pacific Fisheries Commission,Multinational,NA,"81,87",
253,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,Thunnus obesus,Tuna and Marlin,Pacific Ocean,multinational-WCPFC-WPO,Western Pacific Ocean,SPC,WCPFC,Western and Central Pacific Fisheries Commission,Multinational,NA,"61,71,81",
254,SPC-STMARLINSWPO-1952-2011-CHING,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean,Kajikia audax,Tuna and Marlin,Pacific Ocean,multinational-WCPFC-WPO,Western Pacific Ocean,SPC,WCPFC,Western and Central Pacific Fisheries Commission,Multinational,NA,"61,71,81",
