,assessid,stockid,stocklong,scientificname,FisheryType,region,areaid,areaname,assessorid,mgmt,managementauthority,Country,SpecCntryMatch,RegionFAO,confirmed
931,FAO-DRSS-CATWASG1-1994-2008-CHING,CATWASG1,Catfish West Africa Subgroup 1,Arius spp,Other Marine,West Africa,multinational-FAO-SG1,West Africa Subgroup 1,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
1301,FAO-DRSS-CROAKSPPWASG1-1994-2007-CHING,CROAKSPPWASG1,Croaker West Africa Subgroup 1,Pseudotolithus spp,Other Marine,West Africa,multinational-FAO-SG1,West Africa Subgroup 1,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
1581,FAO-DRSS-GGRUNTWASG1-1994-2007-CHING,GGRUNTWASG1,Grey Grunt West Africa Subgroup 1,Pomadasys spp,Other Marine,West Africa,multinational-FAO-SG1,West Africa Subgroup 1,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
4231,FAO-DRSS-SOLEWASG1-1994-2007-CHING,SOLEWASG1,Sole West Africa Subgroup 1,Cynoglossus spp,Flatfish,West Africa,multinational-FAO-SG1,West Africa Subgroup 1,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
4611,FAO-DRSS-THREADWASG1-1994-2007-CHING,THREADWASG1,Threadfin West Africa Subgroup 1,Galeoides decadactylus,Other Marine,West Africa,multinational-FAO-SG1,West Africa Subgroup 1,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
4210,FAO-DRSS-BGRUNTWASG2-1990-2006-CHING,BGRUNTWASG2,Bigeye Grunt West Africa Subgroup 2,Brachydeuterus auritus,Other Marine,West Africa,multinational-FAO-SG2,West Africa Subgroup 2,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
731,FAO-DRSS-BRMSPPWASG2-1990-2007-CHING,BRMSPPWASG2,Seabream West Africa Subgroup 2,Dentex spp,Other Marine,West Africa,multinational-FAO-SG2,West Africa Subgroup 2,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
1311,FAO-DRSS-CROAKSPPWASG2-1990-2006-CHING,CROAKSPPWASG2,Croaker West Africa Subgroup 2,Pseudotolithus spp,Other Marine,West Africa,multinational-FAO-SG2,West Africa Subgroup 2,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
3381,FAO-DRSS-RPANDWASG2-1990-2007-CHING,RPANDWASG2,Red Pandora West Africa Subgroup 2,Pagellus bellottii,Other Marine,West Africa,multinational-FAO-SG2,West Africa Subgroup 2,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
4621,FAO-DRSS-THREADWASG2-1990-2006-CHING,THREADWASG2,Threadfin West Africa Subgroup 2,Galeoides decadactylus,Other Marine,West Africa,multinational-FAO-SG2,West Africa Subgroup 2,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
4310,FAO-DRSS-BGRUNTWASG3-1995-2007-CHING,BGRUNTWASG3,Bigeye Grunt West Africa Subgroup 3,Brachydeuterus auritus,Other Marine,West Africa,multinational-FAO-SG3,West Africa Subgroup 3,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
4410,FAO-DRSS-BHAKEWASG3-1995-2007-CHING,BHAKEWASG3,Benguela Hake West Africa Subgroup 3,Merluccius polli,Gadids,West Africa,multinational-FAO-SG3,West Africa Subgroup 3,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
741,FAO-DRSS-BRMSPPWASG3-1995-2007-CHING,BRMSPPWASG3,Seabream West Africa Subgroup 3,Dentex spp,Other Marine,West Africa,multinational-FAO-SG3,West Africa Subgroup 3,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
941,FAO-DRSS-CATWASG3-1995-2007-CHING,CATWASG3,Catfish West Africa Subgroup 3,Arius spp,Other Marine,West Africa,multinational-FAO-SG3,West Africa Subgroup 3,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
1321,FAO-DRSS-CROAKSPPWASG3-1990-2007-CHING,CROAKSPPWASG3,Croaker West Africa Subgroup 3,Pseudotolithus spp,Other Marine,West Africa,multinational-FAO-SG3,West Africa Subgroup 3,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
1591,FAO-DRSS-GGRUNTWASG3-1995-2007-CHING,GGRUNTWASG3,Grey Grunt West Africa Subgroup 3,Pomadasys spp,Other Marine,West Africa,multinational-FAO-SG3,West Africa Subgroup 3,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
2271,FAO-DRSS-LDENTWASG3-1995-2007-CHING,LDENTWASG3,Large-eye Dentex West Africa Subgroup 3,Dentex macrophthalmus,Other Marine,West Africa,multinational-FAO-SG3,West Africa Subgroup 3,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
4241,FAO-DRSS-SOLEWASG3-1991-2007-CHING,SOLEWASG3,Sole West Africa Subgroup 3,Cynoglossus spp,Flatfish,West Africa,multinational-FAO-SG3,West Africa Subgroup 3,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
4631,FAO-DRSS-THREADWASG3-1990-2007-CHING,THREADWASG3,Threadfin West Africa Subgroup 3,Galeoides decadactylus,Other Marine,West Africa,multinational-FAO-SG3,West Africa Subgroup 3,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
98,FAO-SPNWA-ANCHOWA-1990-2010-CHING,ANCHOWA,Anchovy West Africa,Engraulis encrasicolus,Forage Fish,West Africa,multinational-FAO-WA,West Africa,FAO-SPNWA,FAO,Food and Agriculture Organization of the United Nations,Multinational,NA,"34,47",NA
99,FAO-SPNWA-CHMACKWA-1990-2010-CHING,CHMACKWA,Cunene Horse Mackerel West Africa,Trachurus trecae,Forage Fish,West Africa,multinational-FAO-WA,West Africa,FAO-SPNWA,FAO,Food and Agriculture Organization of the United Nations,Multinational,NA,"34,47",NA
100,FAO-SPNWA-CMACKWA-1990-2010-CHING,CMACKWA,Chub Mackerel West Africa,Scomber japonicus,Forage Fish,West Africa,multinational-FAO-WA,West Africa,FAO-SPNWA,FAO,Food and Agriculture Organization of the United Nations,Multinational,NA,"34,47",NA
101,FAO-SPNWA-HMACKWA-1990-2010-CHING,HMACKWA,Horse Mackerel West Africa,Trachurus trachurus,Forage Fish,West Africa,multinational-FAO-WA,West Africa,FAO-SPNWA,FAO,Food and Agriculture Organization of the United Nations,Multinational,NA,"34,47",NA
102,FAO-SPNWA-RSARDINWA-1990-2010-CHING,RSARDINWA,Round Sardinella West Africa,Sardinella aurita,Forage Fish,West Africa,multinational-FAO-WA,West Africa,FAO-SPNWA,FAO,Food and Agriculture Organization of the United Nations,Multinational,NA,"34,47",NA
103,FAO-SPNWA-SARDINWA-1990-2010-CHING,SARDINWA,Sardinella West Africa,Sardinella spp,Forage Fish,West Africa,multinational-FAO-WA,West Africa,FAO-SPNWA,FAO,Food and Agriculture Organization of the United Nations,Multinational,NA,"34,47",NA
104,FAO-DRSS-SPSHRIMPWA-1990-2007-CHING,SPSHRIMPWA,Southern Pink Shrimp West Africa,Farfantepenaeus notialis,Invertebrate,West Africa,multinational-FAO-WA,West Africa,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,Multinational,NA,"34,47",NA
701,FAO-SPNWA-BONGAWA-1990-2010-CHING,BONGAWA,Bonga West Africa,Ethmalosa fimbriata,Forage Fish,West Africa,multinational-FAO-WA,West Africa,FAO-SPNWA,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
1351,FAO-DRSS-CSHRIMPWA-1990-2007-CHING,CSHRIMPWA,Coastal Shrimp West Africa,Penaeus spp,Invertebrate,West Africa,multinational-FAO-WA,West Africa,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
1391,FAO-DRSS-CUTTLEWA-1990-2007-CHING,CUTTLEWA,Cuttlefish West Africa,Sepia spp,Invertebrate,West Africa,multinational-FAO-WA,West Africa,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
1431,FAO-DRSS-DRSHRIMPWA-1990-2007-CHING,DRSHRIMPWA,Deepwater Rose Shrimp West Africa,Parapenaeus longirostris,Invertebrate,West Africa,multinational-FAO-WA,West Africa,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
1521,FAO-SPNWA-FSCADWA-1990-2010-CHING,FSCADWA,False Scad West Africa,Caranx rhonchus,Forage Fish,West Africa,multinational-FAO-WA,West Africa,FAO-SPNWA,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
2611,FAO-DRSS-OCTOWA-1990-2007-CHING,OCTOWA,Octopus West Africa,Octopus vulgaris,Invertebrate,West Africa,multinational-FAO-WA,West Africa,FAO-DRSS,FAO,Food and Agriculture Organization of the United Nations,multinational,NA,"34,47",NA
105,FAO-SPNWA-SARDWAZAB-1990-2010-CHING,SARDWAZAB,Sardine West Africa Zone A+B,Sardina pilchardus,Forage Fish,West Africa,multinational-FAO-Z-AB,West Africa Zone A+B,FAO-SPNWA,FAO,Food and Agriculture Organization of the United Nations,Multinational,NA,"34,47",NA
106,FAO-SPNWA-SARDWAZC-1990-2010-CHING,SARDWAZC,Sardine West Africa Zone C,Sardina pilchardus,Forage Fish,West Africa,multinational-FAO-Z-C,West Africa Zone C,FAO-SPNWA,FAO,Food and Agriculture Organization of the United Nations,Multinational,NA,"34,47",NA
3181,GRP7-RBRMMEDGSA1-3-2009-2011-BANOBI,RBRMMEDGSA1-3,Red Seabream Alboran Sea,Pagellus bogaraveo,Other Marine,Mediterranean-Black Sea,multinational-GFCM-GSA1-3,"Alboran Island Sea (GSA 1,3)",GRP7,GFCM,General Fisheries Council for the Mediterranean,multinational,NA,37,NA
3501,GRP4-RSHRMPMEDGSA12-16-2007-2011-BANOBI,RSHRMPMEDGSA12-16,Deep-water Rose Shrimp GSA 12-16,Parapenaeus longirostris,Invertebrate,Mediterranean-Black Sea,multinational-GFCM-GSA12-16,Geographical Sub-Areas 12-16,GRP4,GFCM,General Fisheries Council for the Mediterranean,multinational,NA,37,NA
2210,CNR-IAMC-ANGLMEDGSA15-16-2008-2010-BANOBI,ANGLMEDGSA15-16,Black Bellied Angler Malta Island and South of Sicily,Lophius budegassa,Other Marine,Mediterranean-Black Sea,multinational-GFCM-GSA15-16,"Malta Island and South of Sicily (GSA 15, 16)",CNR-IAMC,GFCM,General Fisheries Council for the Mediterranean,multinational,NA,37,NA
107,CNR-IAMC-ANCHMEDGSA16-1998-2011-BANOBI,ANCHMEDGSA16,Anchovy South of Sicily,Engraulis encrasicolus,Forage Fish,Mediterranean-Black Sea,multinational-GFCM-GSA16,South of Sicily,CNR-IAMC,GFCM,General Fisheries Council for the Mediterranean,Multinational,NA,37,NA
108,CNR-IAMC-SARDMEDGSA16-1998-2011-BANOBI,SARDMEDGSA16,Sardine South of Sicily,Sardina pilchardus,Forage Fish,Mediterranean-Black Sea,multinational-GFCM-GSA16,South of Sicily,CNR-IAMC,GFCM,General Fisheries Council for the Mediterranean,Multinational,NA,37,NA
109,GRP3-ANCHMEDGSA17-2000-2011-BANOBI,ANCHMEDGSA17,Anchovy Northern Adriatic Sea,Engraulis encrasicolus,Forage Fish,Mediterranean-Black Sea,multinational-GFCM-GSA17,Northern Adriatic Sea,GRP3,GFCM,General Fisheries Council for the Mediterranean,Multinational,NA,37,NA
110,GRP3-SARDMEDGSA17-1999-2011-BANOBI,SARDMEDGSA17,Sardine Northern Adriatic Sea,Sardina pilchardus,Forage Fish,Mediterranean-Black Sea,multinational-GFCM-GSA17,Northern Adriatic Sea,GRP3,GFCM,General Fisheries Council for the Mediterranean,Multinational,NA,37,NA
4031,GRP1-SMSHRMPMEDGSA17-1970-2011-BANOBI,SMSHRMPMEDGSA17,Spottail Mantis Shrimp Northern Adriatic Sea,Squilla mantis,Invertebrate,Mediterranean-Black Sea,multinational-GFCM-GSA17,Northern Adriatic Sea,GRP1,GFCM,General Fisheries Council for the Mediterranean,multinational,NA,37,NA
4251,GRP2-SOLMEDGSA17-1969-2011-BANOBI,SOLMEDGSA17,Common Sole Northern Adriatic Sea,Solea solea,Flatfish,Mediterranean-Black Sea,multinational-GFCM-GSA17,Northern Adriatic Sea,GRP2,GFCM,General Fisheries Council for the Mediterranean,multinational,NA,37,NA
3511,GRP5-RSHRMPMEDGSA18-2008-2011-BANOBI,RSHRMPMEDGSA18,Deep-water Rose Shrimp Southern Adriatic Sea,Parapenaeus longirostris,Invertebrate,Mediterranean-Black Sea,multinational-GFCM-GSA18,Southern Adriatic Sea,GRP5,GFCM,General Fisheries Council for the Mediterranean,multinational,NA,37,NA
111,STECF-SPRBLKGSA29-1991-2010-BANOBI,SPRBLKGSA29,Sprat Black Sea,Sprattus sprattus,Forage Fish,Mediterranean-Black Sea,multinational-GFCM-GSA29,Black Sea,STECF,GFCM,General Fisheries Council for the Mediterranean,Multinational,NA,37,NA
112,STECF-TURBLKGSA29-1970-2010-BANOBI,TURBLKGSA29,Turbot Black Sea,Psetta maxima,Flatfish,Mediterranean-Black Sea,multinational-GFCM-GSA29,Black Sea,STECF,GFCM,General Fisheries Council for the Mediterranean,Multinational,NA,37,NA
3851,NIMRD-SDOGBLKGSA29-1989-2011-BANOBI,SDOGBLKGSA29,Spiny Dogfish Black Sea,Squalus acanthias,Sharks Rays and Skates,Mediterranean-Black Sea,multinational-GFCM-GSA29,Black Sea,NIMRD,GFCM,General Fisheries Council for the Mediterranean,multinational,NA,37,NA
4791,NIMRD-WHITBLKGSA29-1988-2011-BANOBI,WHITBLKGSA29,Whiting Black Sea,Merlangius merlangus,Gadids,Mediterranean-Black Sea,multinational-GFCM-GSA29,Black Sea,NIMRD,GFCM,General Fisheries Council for the Mediterranean,multinational,NA,37,NA
113,IEO-COB-NEPHMEDGSA5-1986-2011-BANOBI,NEPHMEDGSA5,Norway Lobster Balearic Island,Nephrops norvegicus,Invertebrate,Mediterranean-Black Sea,multinational-GFCM-GSA5,Balearic Island,IEO-COB,GFCM,General Fisheries Council for the Mediterranean,Multinational,NA,37,NA
114,GRP6-PSHRMPMEDGSA6-2001-2011-BANOBI,PSHRMPMEDGSA6,Deep-water Rose Shrimp Northern Spain,Parapenaeus longirostris,Invertebrate,Mediterranean-Black Sea,multinational-GFCM-GSA6,Northern Spain,GRP6,GFCM,General Fisheries Council for the Mediterranean,Multinational,NA,37,NA
115,IEO-MURCIA-RDSHRMPMEDGSA6-1996-2011-BANOBI,RDSHRMPMEDGSA6,Red Shrimp Northern Spain,Aristeus antennatus,Invertebrate,Mediterranean-Black Sea,multinational-GFCM-GSA6,Northern Spain,IEO-MURCIA,GFCM,General Fisheries Council for the Mediterranean,Multinational,NA,37,NA
116,IFREMER-ANCHMEDGSA7-1993-2012-BANOBI,ANCHMEDGSA7,Anchovy Gulf of Lions,Engraulis encrasicolus,Forage Fish,Mediterranean-Black Sea,multinational-GFCM-GSA7,Gulf of Lions,IFREMER,GFCM,General Fisheries Council for the Mediterranean,Multinational,NA,37,NA
117,IFREMER-SARDMEDGSA7-1993-2012-BANOBI,SARDMEDGSA7,Sardine Gulf of Lions,Sardina pilchardus,Forage Fish,Mediterranean-Black Sea,multinational-GFCM-GSA7,Gulf of Lions,IFREMER,GFCM,General Fisheries Council for the Mediterranean,Multinational,NA,37,NA
207,IOTC-ALBAIO-1950-2010-CHING,ALBAIO,Albacore tuna Indian Ocean,Thunnus alalunga,Tuna and Marlin,Indian Ocean,multinational-IOTC-IO,Indian Ocean,IOTC,IOTC,Indian Ocean Tuna Commission,Multinational,NA,"51,57,58",
208,IOTC-BIGEYEIO-1950-2010-CHING,BIGEYEIO,Bigeye tuna Indian Ocean,Thunnus obesus,Tuna and Marlin,Indian Ocean,multinational-IOTC-IO,Indian Ocean,IOTC,IOTC,Indian Ocean Tuna Commission,Multinational,NA,"51,57,58",
209,IOTC-SKJCIO-1950-2010-CHING,SKJCIO,Skipjack tuna Indian Ocean,Katsuwonus pelamis,Tuna and Marlin,Indian Ocean,multinational-IOTC-IO,Indian Ocean,IOTC,IOTC,Indian Ocean Tuna Commission,Multinational,NA,"51,57,58",
210,IOTC-SWORDIO-1950-2010-CHING,SWORDIO,Swordfish Indian Ocean,Xiphias gladius,Tuna and Marlin,Indian Ocean,multinational-IOTC-IO,Indian Ocean,IOTC,IOTC,Indian Ocean Tuna Commission,Multinational,NA,"51,57,58",
211,IOTC-YFINEIO-1972-2009-BRANCH,YFINEIO,Yellowfin tuna Indian Ocean,Thunnus albacares,Tuna and Marlin,Indian Ocean,multinational-IOTC-IO,Indian Ocean,IOTC,IOTC,Indian Ocean Tuna Commission,Multinational,NA,"51,57,58",
296,IMARPE-PANCHPERUNC-1959-2008-HIVELY,PANCHPERUNC,Peruvian anchoveta North-Central Peru,Engraulis ringens,Forage Fish,South America,Peru-IMARPE-NC,North-Central Peruvian coast,IMARPE,IMARPE,"Instituto del Mar del Peru, Peru national management",Peru,1,87,1
118,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,Thunnus obesus,Tuna and Marlin,Pacific Ocean,multinational-IATTC-EPAC,Eastern Pacific,IATTC,IATTC,Inter-American Tropical Tuna Commission,Multinational,NA,"67,77,87",
119,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,Xiphias gladius,Tuna and Marlin,Pacific Ocean,multinational-IATTC-EPAC,Eastern Pacific,IATTC,IATTC,Inter-American Tropical Tuna Commission,Multinational,NA,"67,77,87",
120,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,Kajikia audax,Tuna and Marlin,Atlantic Ocean,multinational-IATTC-NEPAC,Northeast Pacific,IATTC,IATTC,Inter-American Tropical Tuna Commission,Multinational,NA,67,1
121,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,Thunnus albacares,Tuna and Marlin,Pacific Ocean,multinational-IATTC-NEPAC,Northeast Pacific,IATTC,IATTC,Inter-American Tropical Tuna Commission,Multinational,NA,67,1
122,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,Thunnus obesus,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-ATL,Atlantic Ocean,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"21,27,31,34,41,47,48",
123,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,Makaira nigricans,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-ATL,Atlantic Ocean,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"21,27,31,34,41,47,48",
124,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,Tetrapturus albidus,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-ATL,Atlantic Ocean,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"21,27,31,34,41,47,48",
125,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,Thunnus albacares,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-ATL,Atlantic Ocean,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"21,27,31,34,41,47,48",
126,ICCAT-ATBTUNAEATL-1950-2010-CHING,ATBTUNAEATL,Bluefin tuna Eastern Atlantic,Thunnus thynnus,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-EATL,Eastern Atlantic,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"27,34,47",
127,ICCAT-SAILEATL-1956-2010-CHING,SAILEATL,Sailfish Eastern Atlantic,Istiophorus albicans,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-EATL,Eastern Atlantic,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"27,34,47",
128,ICCAT-SKJEATL-1950-2010-CHING,SKJEATL,Skipjack tuna Eastern Atlantic,Katsuwonus pelamis,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-EATL,Eastern Atlantic,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"27,34,47",
129,ICCAT-ALBAMED-1956-2011-CHING,ALBAMED,Albacore tuna Mediterranean,Thunnus alalunga,Tuna and Marlin,Mediterranean-Black Sea,multinational-ICCAT-MED,Mediterranean Sea,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,37,1
130,ICCAT-SWORDMED-1950-2009-CHING,SWORDMED,Swordfish Mediterranean Sea,Xiphias gladius,Tuna and Marlin,Mediterranean-Black Sea,multinational-ICCAT-MED,Mediterranean Sea,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,37,1
131,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,Thunnus alalunga,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-NATL,Northern Atlantic,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"21,27,31,34",?
132,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,Xiphias gladius,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-NATL,Northern Atlantic,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"21,27,31,34",?
133,ICCAT-ALBASATL-1956-2010-CHING,ALBASATL,Albacore tuna South Atlantic,Thunnus alalunga,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-SATL,South Atlantic,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"41,47",
134,ICCAT-SWORDSATL-1950-2010-CHING,SWORDSATL,Swordfish South Atlantic,Xiphias gladius,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-SATL,South Atlantic,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"41,47",
135,ICCAT-ATBTUNAWATL-1950-2010-CHING,ATBTUNAWATL,Bluefin tuna Western Atlantic,Thunnus thynnus,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-WATL,Western Atlantic,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"21,31,41",
136,ICCAT-SAILWATL-1956-2010-CHING,SAILWATL,Sailfish Western Atlantic,Istiophorus albicans,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-WATL,Western Atlantic,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"21,31,41",
137,ICCAT-SKJWATL-1952-2010-CHING,SKJWATL,Skipjack tuna Western Atlantic,Katsuwonus pelamis,Tuna and Marlin,Atlantic Ocean,multinational-ICCAT-WATL,Western Atlantic,ICCAT,ICCAT,International Commission for the Conservation of Atlantic Tunas,Multinational,NA,"21,31,41",
138,WGBFAS-CODBA2224-1965-2012-CHING,CODBA2224,Atlantic cod Baltic Areas 22 and 24,Gadus morhua,Gadids,European Union,multinational-ICES-22-24,Western Baltic,WGBFAS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
139,HAWG-HERR2224IIIa-1991-2011-NEUBAUER,HERR2224IIIa,Herring ICES 22-24-IIIa,Clupea harengus,Forage Fish,European Union,multinational-ICES-22-24-IIIa,22-24-IIIa,HAWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
140,WGBFAS-SPRAT22-32-1973-2011-NEUBAUER,SPRAT22-32,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,Forage Fish,European Union,multinational-ICES-22-32,Baltic Areas 22-32,WGBFAS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
141,WGBFAS-CODBA2532-1966-2012-CHING,CODBA2532,Atlantic cod Baltic Areas 25-32,Gadus morhua,Gadids,European Union,multinational-ICES-25-32,Eastern Baltic,WGBFAS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
142,WGBFAS-HERR2532-1973-2011-NEUBAUER,HERR2532,Herring ICES 25-32,Clupea harengus,Forage Fish,European Union,multinational-ICES-25-32,Eastern Baltic,WGBFAS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
143,WGBFAS-HERRRIGA-1976-2011-NEUBAUER,HERRRIGA,Herring ICES 28,Clupea harengus,Forage Fish,European Union,multinational-ICES-28,Gulf of Riga East of Gotland,WGBFAS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
144,WGBFAS-HERR30-1972-2011-NEUBAUER,HERR30,Herring ICES 30,Clupea harengus,Forage Fish,European Union,multinational-ICES-30,Bothnian Sea,WGBFAS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
145,WGBFAS-HERR31-1979-2010-NEUBAUER,HERR31,Herring ICES 31,Clupea harengus,Forage Fish,European Union,multinational-ICES-31,Bothnian Bay,WGBFAS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
146,AFWG-CAPENOR-1965-2007-MINTO,CAPENOR,Capelin Barents Sea,Mallotus villosus,Forage Fish,Europe non EU,multinational-ICES-I,Barents Sea,AFWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
147,WGNSSK-CODCOASTNOR-1962-2011-CHING,CODCOASTNOR,Atlantic cod coastal Norway,Gadus morhua,Gadids,Europe non EU,multinational-ICES-I-II,North-East Arctic,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
148,AFWG-CODNEAR-1946-2011-CHING,CODNEAR,Atlantic cod Northeast Arctic,Gadus morhua,Gadids,Europe non EU,multinational-ICES-I-II,North-East Arctic,AFWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
149,AFWG-GHALNEAR-1960-2010-NEUBAUER,GHALNEAR,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Flatfish,Europe non EU,multinational-ICES-I-II,North-East Arctic,AFWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
150,AFWG-GOLDREDNEAR-1983-2010-NEUBAUER,GOLDREDNEAR,Golden Redfish Northeast Arctic,Sebastes norvegicus,Rockfish,Europe non EU,multinational-ICES-I-II,North-East Arctic,AFWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
151,AFWG-HADNEAR-1947-2012-CHING,HADNEAR,Haddock Northeast Arctic,Melanogrammus aeglefinus,Gadids,Europe non EU,multinational-ICES-I-II,North-East Arctic,AFWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
152,AFWG-POLLNEAR-1957-2012-CHING,POLLNEAR,Pollock Northeast Arctic,Pollachius virens,Gadids,Europe non EU,multinational-ICES-I-II,North-East Arctic,AFWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
153,AFWG-REDDEEPI-II-1985-2006-MINTO,REDDEEPI-II,Deepwater Redfish Northeast Arctic,Sebastes mentella,Rockfish,Europe non EU,multinational-ICES-I-II,North-East Arctic,AFWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
