,IdOrig,SciName,CommName,Country,Year,Policy,Dbase,IdLevel,BvBmsy,FvFmsy,Catch,MSY,Profits,Biomass,Price,MarginalCost,SpeciesCatName,RegionFAO
995283,10282-FAO-71-33,Acanthuridae,Surgeonfishes nei,Palau,2012,Historic,FAO,Neis,1.23728746,0.888046217,23,20.93252681,33756.13935,205.8140821,1833.536062,145323.3348,Miscellaneous coastal fishes,71
995346,10622-FAO-71-33,Acanthuridae,Surgeonfishes nei,Philippines,2012,Historic,FAO,Neis,1.23728746,0.888046217,7819,7116.149007,11475619.72,69967.83948,1833.536062,49403615.44,Miscellaneous coastal fishes,71
995409,12553-FAO-31-33,Acanthuridae,Surgeonfishes nei,Saint Kitts and Nevis,2012,Historic,FAO,Neis,1.23728746,0.888046217,7,6.37076903,10273.60763,62.63906847,1833.536062,44228.84104,Miscellaneous coastal fishes,31
995472,12811-FAO-51-33,Acanthuridae,Surgeonfishes nei,Saudi Arabia,2012,Historic,FAO,Neis,1.23728746,0.888046217,18,16.38197751,26417.84818,161.0718903,1833.536062,113731.3055,Miscellaneous coastal fishes,51
995535,12953-FAO-34-33,Acanthuridae,Surgeonfishes nei,Senegal,2012,Historic,FAO,Neis,1.23728746,0.888046217,106,96.47164531,155571.7726,948.5344654,1833.536062,669751.0214,Miscellaneous coastal fishes,34
995598,152-FAO-77-33,Acanthuridae,Surgeonfishes nei,American Samoa,2012,Historic,FAO,Neis,1.23728746,0.888046217,10,9.101098615,14676.58232,89.48438353,1833.536062,63184.05863,Miscellaneous coastal fishes,77
995661,17227-FAO-77-33,Acanthuridae,Surgeonfishes nei,USA,2012,Historic,FAO,Neis,1.23728746,0.888046217,58,52.78637196,85124.17748,519.0094245,1833.536062,366467.54,Miscellaneous coastal fishes,77
995724,269-FAO-31-33,Acanthuridae,Surgeonfishes nei,Antigua and Barbuda,2012,Historic,FAO,Neis,1.23728746,0.888046217,180,163.8197751,264178.4818,1610.718903,1833.536062,1137313.055,Miscellaneous coastal fishes,31
995787,3728-FAO-71-33,Acanthuridae,Surgeonfishes nei,Fiji,2012,Historic,FAO,Neis,1.23728746,0.888046217,250,227.5274654,366914.5581,2237.109588,1833.536062,1579601.466,Miscellaneous coastal fishes,71
995850,5101-FAO-31-33,Acanthuridae,Surgeonfishes nei,Grenada,2012,Historic,FAO,Neis,1.23728746,0.888046217,2,1.820219723,2935.316465,17.89687671,1833.536062,12636.81173,Miscellaneous coastal fishes,31
995913,5132-FAO-71-33,Acanthuridae,Surgeonfishes nei,Guam,2012,Historic,FAO,Neis,1.23728746,0.888046217,4,3.640439446,5870.63293,35.79375341,1833.536062,25273.62345,Miscellaneous coastal fishes,71
995976,9850-FAO-71-33,Acanthuridae,Surgeonfishes nei,Northern Mariana Is.,2012,Historic,FAO,Neis,1.23728746,0.888046217,1,0.910109861,1467.658232,8.948438353,1833.536062,6318.405863,Miscellaneous coastal fishes,71
1005543,10293-FAO-37-57,Loligo spp,Common squids nei,Palestine,2012,Historic,FAO,Neis,1.567086163,0.520935897,72,88.1973092,106492.863,1070.24258,1690.429407,545824.6832,"Squids, cuttlefishes, octopuses",37
1005606,10547-FAO-71-57,Loligo spp,Common squids nei,Philippines,2012,Historic,FAO,Neis,1.567086163,0.520935897,54878,67223.49908,81168268.55,815732.9484,1690.429407,416024541.2,"Squids, cuttlefishes, octopuses",71
1005669,11120-FAO-34-57,Loligo spp,Common squids nei,Portugal,2012,Historic,FAO,Neis,1.567086163,0.520935897,14,17.14947679,20706.94558,208.1027238,1690.429407,106132.5773,"Squids, cuttlefishes, octopuses",34
1005732,1183-FAO-41-57,Loligo spp,Common squids nei,Brazil,2012,Historic,FAO,Neis,1.567086163,0.520935897,1730,2119.185346,2558786.847,25715.55087,1690.429407,13114954.19,"Squids, cuttlefishes, octopuses",41
1005795,13154-FAO-71-57,Loligo spp,Common squids nei,Singapore,2012,Historic,FAO,Neis,1.567086163,0.520935897,62,75.94768292,91702.18758,921.5977769,1690.429407,470015.6994,"Squids, cuttlefishes, octopuses",71
1005858,13714-FAO-27-57,Loligo spp,Common squids nei,Spain,2012,Historic,FAO,Neis,1.567086163,0.520935897,1884,2307.829591,2786563.249,28004.68083,1690.429407,14282412.54,"Squids, cuttlefishes, octopuses",27
10059211,13715-FAO-37-57,Loligo spp,Common squids nei,Spain,2012,Historic,FAO,Neis,1.567086163,0.520935897,432,529.1838552,638957.178,6421.455478,1690.429407,3274948.099,"Squids, cuttlefishes, octopuses",37
1005984,14687-FAO-61-57,Loligo spp,Common squids nei,Taiwan Province of China,2012,Historic,FAO,Neis,1.567086163,0.520935897,7443,9117.396838,11008699.71,110636.3267,1690.429407,56424626.62,"Squids, cuttlefishes, octopuses",61
1006047,14986-FAO-57-57,Loligo spp,Common squids nei,Thailand,2012,Historic,FAO,Neis,1.567086163,0.520935897,15227,18652.50593,22521761.46,226341.4411,1690.429407,115434339.6,"Squids, cuttlefishes, octopuses",57
1006110,14987-FAO-71-57,Loligo spp,Common squids nei,Thailand,2012,Historic,FAO,Neis,1.567086163,0.520935897,74282,90992.67391,109868095.1,1104163.324,1690.429407,563124293.3,"Squids, cuttlefishes, octopuses",71
1006173,15-FAO-37-57,Loligo spp,Common squids nei,Albania,2012,Historic,FAO,Neis,1.567086163,0.520935897,76,93.09715971,112409.1332,1129.700501,1690.429407,576148.2767,"Squids, cuttlefishes, octopuses",37
1006236,15271-FAO-37-57,Loligo spp,Common squids nei,Tunisia,2012,Historic,FAO,Neis,1.567086163,0.520935897,416,509.5844531,615292.0973,6183.623794,1690.429407,3153653.725,"Squids, cuttlefishes, octopuses",37
1006299,15353-FAO-37-57,Loligo spp,Common squids nei,Turkey,2012,Historic,FAO,Neis,1.567086163,0.520935897,531,650.4551553,785384.8646,7893.039025,1690.429407,4025457.038,"Squids, cuttlefishes, octopuses",37
1006362,16409-FAO-27-57,Loligo spp,Common squids nei,United Kingdom,2012,Historic,FAO,Neis,1.567086163,0.520935897,2061,2524.647976,3048358.203,30635.69384,1690.429407,15624231.56,"Squids, cuttlefishes, octopuses",27
1006425,17536-FAO-31-57,Loligo spp,Common squids nei,Venezuela,2012,Historic,FAO,Neis,1.567086163,0.520935897,54,66.1479819,79869.64725,802.6819347,1690.429407,409368.5124,"Squids, cuttlefishes, octopuses",31
1006488,3056-FAO-31-57,Loligo spp,Common squids nei,Dominican Republic,2012,Historic,FAO,Neis,1.567086163,0.520935897,7,8.574738394,10353.47279,104.0513619,1690.429407,53066.28864,"Squids, cuttlefishes, octopuses",31
10065511,3204-FAO-51-57,Loligo spp,Common squids nei,Egypt,2012,Historic,FAO,Neis,1.567086163,0.520935897,139,170.2698053,205590.3883,2066.162758,1690.429407,1053744.874,"Squids, cuttlefishes, octopuses",51
1006614,3879-FAO-37-57,Loligo spp,Common squids nei,France,2012,Historic,FAO,Neis,1.567086163,0.520935897,219,268.2668155,323915.7916,3255.32118,1690.429407,1660216.745,"Squids, cuttlefishes, octopuses",37
1006677,4904-FAO-37-57,Loligo spp,Common squids nei,Greece,2012,Historic,FAO,Neis,1.567086163,0.520935897,600,734.9775766,887440.525,8918.688164,1690.429407,4548539.027,"Squids, cuttlefishes, octopuses",37
1006740,5606-FAO-57-57,Loligo spp,Common squids nei,Indonesia,2012,Historic,FAO,Neis,1.567086163,0.520935897,23933,29317.03057,35398523.48,355751.6064,1690.429407,181433640.9,"Squids, cuttlefishes, octopuses",57
1006803,5607-FAO-71-57,Loligo spp,Common squids nei,Indonesia,2012,Historic,FAO,Neis,1.567086163,0.520935897,116991,143309.6028,173037590.8,1739010.412,1690.429407,886896882.1,"Squids, cuttlefishes, octopuses",71
1006866,5924-FAO-27-57,Loligo spp,Common squids nei,Ireland,2012,Historic,FAO,Neis,1.567086163,0.520935897,150,183.7443942,221860.1313,2229.672041,1690.429407,1137134.757,"Squids, cuttlefishes, octopuses",27
1006929,6230-FAO-34-57,Loligo spp,Common squids nei,Italy,2012,Historic,FAO,Neis,1.567086163,0.520935897,12,14.69955153,17748.8105,178.3737633,1690.429407,90970.78053,"Squids, cuttlefishes, octopuses",34
1006992,6234-FAO-37-57,Loligo spp,Common squids nei,Italy,2012,Historic,FAO,Neis,1.567086163,0.520935897,1338,1638.999996,1978992.371,19888.67461,1690.429407,10143242.03,"Squids, cuttlefishes, octopuses",37
1007055,83-FAO-37-57,Loligo spp,Common squids nei,Algeria,2012,Historic,FAO,Neis,1.567086163,0.520935897,177,216.8183851,261794.9549,2631.013008,1690.429407,1341819.013,"Squids, cuttlefishes, octopuses",37
1007118,839-FAO-27-57,Loligo spp,Common squids nei,Belgium,2012,Historic,FAO,Neis,1.567086163,0.520935897,134,164.1449921,198195.0506,1991.840357,1690.429407,1015840.383,"Squids, cuttlefishes, octopuses",27
1007181,8855-FAO-31-57,Loligo spp,Common squids nei,Mexico,2012,Historic,FAO,Neis,1.567086163,0.520935897,259,317.2653206,383078.4933,3849.900391,1690.429407,1963452.68,"Squids, cuttlefishes, octopuses",31
1028628,10300-FAO-37-33,Synodontidae,Lizardfishes nei,Palestine,2012,Historic,FAO,Neis,1.338676003,1.036174189,7,5.046494358,10427.15946,19.75947362,1833.536062,9554.521833,Miscellaneous coastal fishes,37
1028691,10570-FAO-71-33,Synodontidae,Lizardfishes nei,Philippines,2012,Historic,FAO,Neis,1.338676003,1.036174189,5661,4081.17208,8432592.812,15979.76859,1833.536062,7726878.299,Miscellaneous coastal fishes,71
1028754,12759-FAO-51-33,Synodontidae,Lizardfishes nei,Saudi Arabia,2012,Historic,FAO,Neis,1.338676003,1.036174189,170,122.5577201,253231.0154,479.8729307,1833.536062,232038.3874,Miscellaneous coastal fishes,51
1028817,14574-FAO-37-33,Synodontidae,Lizardfishes nei,Syrian Arab Republic,2012,Historic,FAO,Neis,1.338676003,1.036174189,20,14.41855531,29791.88416,56.4556389,1833.536062,27298.63381,Miscellaneous coastal fishes,37
1028880,15034-FAO-57-33,Synodontidae,Lizardfishes nei,Thailand,2012,Historic,FAO,Neis,1.338676003,1.036174189,9664,6967.045925,14395438.43,27279.36472,1833.536062,13190699.86,Miscellaneous coastal fishes,57
1028943,15035-FAO-71-33,Synodontidae,Lizardfishes nei,Thailand,2012,Historic,FAO,Neis,1.338676003,1.036174189,34175,24637.70638,50906882.06,96468.57297,1833.536062,46646540.52,Miscellaneous coastal fishes,71
1029006,15379-FAO-37-33,Synodontidae,Lizardfishes nei,Turkey,2012,Historic,FAO,Neis,1.338676003,1.036174189,283,204.0225576,421555.1609,798.8472905,1833.536062,386275.6684,Miscellaneous coastal fishes,37
1029069,2151-FAO-61-33,Synodontidae,Lizardfishes nei,China Hong Kong SAR,2012,Historic,FAO,Neis,1.338676003,1.036174189,5750,4145.334651,8565166.697,16230.99618,1833.536062,7848357.22,Miscellaneous coastal fishes,61
1029132,3229-FAO-51-33,Synodontidae,Lizardfishes nei,Egypt,2012,Historic,FAO,Neis,1.338676003,1.036174189,3877,2795.036947,5775156.745,10943.9256,1833.536062,5291840.164,Miscellaneous coastal fishes,51
1029195,3230-FAO-37-33,Synodontidae,Lizardfishes nei,Egypt,2012,Historic,FAO,Neis,1.338676003,1.036174189,1304,940.0898062,1942430.847,3680.907656,1833.536062,1779870.924,Miscellaneous coastal fishes,37
1029258,3338-FAO-51-33,Synodontidae,Lizardfishes nei,Eritrea,2012,Historic,FAO,Neis,1.338676003,1.036174189,2395,1726.621998,3567578.128,6760.562759,1833.536062,3269011.398,Miscellaneous coastal fishes,51
1029321,5512-FAO-57-33,Synodontidae,Lizardfishes nei,India,2012,Historic,FAO,Neis,1.338676003,1.036174189,5110,3683.940881,7611826.404,14424.41574,1833.536062,6974800.938,Miscellaneous coastal fishes,57
1029384,5513-FAO-51-33,Synodontidae,Lizardfishes nei,India,2012,Historic,FAO,Neis,1.338676003,1.036174189,9465,6823.5813,14099009.18,26717.63111,1833.536062,12919078.45,Miscellaneous coastal fishes,51
1029447,8425-FAO-57-33,Synodontidae,Lizardfishes nei,Malaysia,2012,Historic,FAO,Neis,1.338676003,1.036174189,21867,15764.52745,32572956.55,61725.77279,1833.536062,29846961.27,Miscellaneous coastal fishes,57
1029510,8426-FAO-71-33,Synodontidae,Lizardfishes nei,Malaysia,2012,Historic,FAO,Neis,1.338676003,1.036174189,11302,8147.925605,16835393.74,31903.08154,1833.536062,15426457.96,Miscellaneous coastal fishes,71
1041453,10308-FAO-37-35,Sardinella spp,Sardinellas nei,Palestine,2012,Historic,FAO,Neis,0.651424607,1.074321857,627,895.9194598,115766.1971,4629.601482,293.2523318,992500.2958,"Herrings, sardines, anchovies",37
1041516,10592-FAO-71-35,Sardinella spp,Sardinellas nei,Philippines,2012,Historic,FAO,Neis,0.651424607,1.074321857,346938,495739.2433,64056926.44,2561698.053,293.2523318,549180331.1,"Herrings, sardines, anchovies",71
1041579,1063-FAO-34-35,Sardinella spp,Sardinellas nei,Benin,2012,Historic,FAO,Neis,0.651424607,1.074321857,1538,2197.646139,283968.7577,11356.18354,293.2523318,2434554.155,"Herrings, sardines, anchovies",34
1041642,10856-FAO-34-35,Sardinella spp,Sardinellas nei,Poland,2012,Historic,FAO,Neis,0.651424607,1.074321857,8890,12702.90909,1641405.888,65641.399,293.2523318,14072292.87,"Herrings, sardines, anchovies",34
1041705,119-FAO-37-35,Sardinella spp,Sardinellas nei,Algeria,2012,Historic,FAO,Neis,0.651424607,1.074321857,17300,24719.94682,3194186.937,127738.6055,293.2523318,27384776.9,"Herrings, sardines, anchovies",37
1041768,12635-FAO-34-35,Sardinella spp,Sardinellas nei,Saint Vincent/Grenadines,2012,Historic,FAO,Neis,0.651424607,1.074321857,1429,2041.896185,263843.5337,10551.35649,293.2523318,2262014.231,"Herrings, sardines, anchovies",34
1041831,13132-FAO-34-35,Sardinella spp,Sardinellas nei,Sierra Leone,2012,Historic,FAO,Neis,0.651424607,1.074321857,19800,28292.19347,3655774.644,146197.9415,293.2523318,31342114.6,"Herrings, sardines, anchovies",34
1041894,14141-FAO-27-35,Sardinella spp,Sardinellas nei,Spain,2012,Historic,FAO,Neis,0.651424607,1.074321857,2,2.85779732,369.2701661,14.76746884,293.2523318,3165.870162,"Herrings, sardines, anchovies",27
1041957,14144-FAO-37-35,Sardinella spp,Sardinellas nei,Spain,2012,Historic,FAO,Neis,0.651424607,1.074321857,4884,6978.741055,901757.7456,36062.15891,293.2523318,7731054.936,"Herrings, sardines, anchovies",37
1042020,14583-FAO-37-35,Sardinella spp,Sardinellas nei,Syrian Arab Republic,2012,Historic,FAO,Neis,0.651424607,1.074321857,150,214.334799,27695.26246,1107.560163,293.2523318,237440.2621,"Herrings, sardines, anchovies",37
1042083,14931-FAO-51-35,Sardinella spp,Sardinellas nei,United Republic of Tanzania,2012,Historic,FAO,Neis,0.651424607,1.074321857,7619,10886.77889,1406734.698,56256.67255,293.2523318,12060382.38,"Herrings, sardines, anchovies",51
1042146,15056-FAO-57-35,Sardinella spp,Sardinellas nei,Thailand,2012,Historic,FAO,Neis,0.651424607,1.074321857,14858,21230.57629,2743308.064,109707.526,293.2523318,23519249.43,"Herrings, sardines, anchovies",57
1042209,15057-FAO-71-35,Sardinella spp,Sardinellas nei,Thailand,2012,Historic,FAO,Neis,0.651424607,1.074321857,45213,64604.79511,8347906.01,333840.7844,293.2523318,71569243.82,"Herrings, sardines, anchovies",71
1042272,15319-FAO-37-35,Sardinella spp,Sardinellas nei,Tunisia,2012,Historic,FAO,Neis,0.651424607,1.074321857,14978,21402.04413,2765464.274,110593.5742,293.2523318,23709201.64,"Herrings, sardines, anchovies",37
1042335,1557-FAO-34-35,Sardinella spp,Sardinellas nei,Cameroon,2012,Historic,FAO,Neis,0.651424607,1.074321857,2100,3000.687186,387733.6744,15505.84228,293.2523318,3324163.67,"Herrings, sardines, anchovies",34
1042398,15671-FAO-34-35,Sardinella spp,Sardinellas nei,Ukraine,2012,Historic,FAO,Neis,0.651424607,1.074321857,109,155.7499539,20125.22405,804.8270519,293.2523318,172539.9238,"Herrings, sardines, anchovies",34
1042461,16300-FAO-51-35,Sardinella spp,Sardinellas nei,United Arab Emirates,2012,Historic,FAO,Neis,0.651424607,1.074321857,770,1100.251968,142169.014,5685.475504,293.2523318,1218860.012,"Herrings, sardines, anchovies",51
1042524,17697-FAO-51-35,Sardinella spp,Sardinellas nei,Zanzibar,2012,Historic,FAO,Neis,0.651424607,1.074321857,799,1141.690029,147523.4314,5899.603802,293.2523318,1264765.13,"Herrings, sardines, anchovies",51
1042587,2159-FAO-61-35,Sardinella spp,Sardinellas nei,China Hong Kong SAR,2012,Historic,FAO,Neis,0.651424607,1.074321857,5,7.1444933,923.1754153,36.9186721,293.2523318,7914.675405,"Herrings, sardines, anchovies",61
1042650,223-FAO-47-35,Sardinella spp,Sardinellas nei,Angola,2012,Historic,FAO,Neis,0.651424607,1.074321857,74250,106095.7255,13709154.92,548242.2807,293.2523318,117532929.8,"Herrings, sardines, anchovies",47
1042713,2288-FAO-51-35,Sardinella spp,Sardinellas nei,Comoros,2012,Historic,FAO,Neis,0.651424607,1.074321857,1150,1643.233459,212330.3455,8491.294584,293.2523318,1820375.343,"Herrings, sardines, anchovies",51
1042776,2315-FAO-34-35,Sardinella spp,Sardinellas nei,Democratic Republic of the Congo,2012,Historic,FAO,Neis,0.651424607,1.074321857,1200,1714.678392,221562.0997,8860.481305,293.2523318,1899522.097,"Herrings, sardines, anchovies",34
1042839,2361-FAO-34-35,Sardinella spp,Sardinellas nei,Congo,2012,Historic,FAO,Neis,0.651424607,1.074321857,993,1418.896369,183342.6375,7332.04828,293.2523318,1571854.535,"Herrings, sardines, anchovies",34
1042902,3257-FAO-51-35,Sardinella spp,Sardinellas nei,Egypt,2012,Historic,FAO,Neis,0.651424607,1.074321857,5328,7613.17206,983735.7225,39340.53699,293.2523318,8433878.112,"Herrings, sardines, anchovies",51
1042965,3258-FAO-37-35,Sardinella spp,Sardinellas nei,Egypt,2012,Historic,FAO,Neis,0.651424607,1.074321857,10634,15194.90835,1963409.473,78518.63183,293.2523318,16832931.65,"Herrings, sardines, anchovies",37
1043028,4322-FAO-34-35,Sardinella spp,Sardinellas nei,Gabon,2012,Historic,FAO,Neis,0.651424607,1.074321857,4,5.71559464,738.5403322,29.53493768,293.2523318,6331.740324,"Herrings, sardines, anchovies",34
1043091,4374-FAO-34-35,Sardinella spp,Sardinellas nei,Gambia,2012,Historic,FAO,Neis,0.651424607,1.074321857,3229,4613.913773,596186.6832,23842.07845,293.2523318,5111297.377,"Herrings, sardines, anchovies",34
1043154,4851-FAO-34-35,Sardinella spp,Sardinellas nei,Ghana,2012,Historic,FAO,Neis,0.651424607,1.074321857,1748,2497.714858,322742.1252,12906.76777,293.2523318,2766970.522,"Herrings, sardines, anchovies",34
1043217,5212-FAO-34-35,Sardinella spp,Sardinellas nei,Guinea,2012,Historic,FAO,Neis,0.651424607,1.074321857,5713,8163.298044,1054820.229,42183.27475,293.2523318,9043308.118,"Herrings, sardines, anchovies",34
1043280,7909-FAO-34-35,Sardinella spp,Sardinellas nei,Latvia,2012,Historic,FAO,Neis,0.651424607,1.074321857,7805,11152.55404,1441076.823,57630.04715,293.2523318,12354808.31,"Herrings, sardines, anchovies",34
1043343,8023-FAO-34-35,Sardinella spp,Sardinellas nei,Liberia,2012,Historic,FAO,Neis,0.651424607,1.074321857,630,900.2061558,116320.1023,4651.752685,293.2523318,997249.101,"Herrings, sardines, anchovies",34
1043406,8728-FAO-34-35,Sardinella spp,Sardinellas nei,Mauritania,2012,Historic,FAO,Neis,0.651424607,1.074321857,216248,308996.4774,39926967.44,1596717.801,293.2523318,342306545.4,"Herrings, sardines, anchovies",34
1043469,9150-FAO-37-35,Sardinella spp,Sardinellas nei,Morocco,2012,Historic,FAO,Neis,0.651424607,1.074321857,417,595.8507412,76992.82963,3079.017254,293.2523318,660083.9288,"Herrings, sardines, anchovies",37
1043532,967-FAO-34-35,Sardinella spp,Sardinellas nei,Belize,2012,Historic,FAO,Neis,0.651424607,1.074321857,39461,56385.77002,7285885.012,291369.544,293.2523318,62464201.23,"Herrings, sardines, anchovies",34
1043595,9807-FAO-34-35,Sardinella spp,Sardinellas nei,Nigeria,2012,Historic,FAO,Neis,0.651424607,1.074321857,74498,106450.0924,13754944.42,550073.4469,293.2523318,117925497.7,"Herrings, sardines, anchovies",34
1071378,10309-FAO-37-33,Diplodus spp,Sargo breams nei,Palestine,2012,Historic,FAO,Neis,0.829486705,1.247012345,5,4.833812739,10043.06094,32.32636745,2847.466768,53104.33986,Miscellaneous coastal fishes,37
10714411,11477-FAO-27-33,Diplodus spp,Sargo breams nei,Portugal,2012,Historic,FAO,Neis,0.829486705,1.247012345,38,36.73697681,76327.26311,245.6803926,2847.466768,403592.9829,Miscellaneous coastal fishes,27
1071504,12932-FAO-34-33,Diplodus spp,Sargo breams nei,Senegal,2012,Historic,FAO,Neis,0.829486705,1.247012345,294,284.228189,590531.983,1900.790406,2847.466768,3122535.184,Miscellaneous coastal fishes,34
1071567,13231-FAO-37-33,Diplodus spp,Sargo breams nei,Slovenia,2012,Historic,FAO,Neis,0.829486705,1.247012345,5,4.833812739,10043.06094,32.32636745,2847.466768,53104.33986,Miscellaneous coastal fishes,37
1071630,14145-FAO-34-33,Diplodus spp,Sargo breams nei,Spain,2012,Historic,FAO,Neis,0.829486705,1.247012345,37,35.77021427,74318.65092,239.2151191,2847.466768,392972.115,Miscellaneous coastal fishes,34
1071693,15320-FAO-37-33,Diplodus spp,Sargo breams nei,Tunisia,2012,Historic,FAO,Neis,0.829486705,1.247012345,2678,2588.990103,5379063.437,17314.00241,2847.466768,28442684.43,Miscellaneous coastal fishes,37
1071756,15397-FAO-37-33,Diplodus spp,Sargo breams nei,Turkey,2012,Historic,FAO,Neis,0.829486705,1.247012345,333,321.9319284,668867.8583,2152.936072,2847.466768,3536749.035,Miscellaneous coastal fishes,37
1071819,4124-FAO-37-33,Diplodus spp,Sargo breams nei,France,2012,Historic,FAO,Neis,0.829486705,1.247012345,4,3.867050191,8034.448749,25.86109396,2847.466768,42483.47189,Miscellaneous coastal fishes,37
1071882,6382-FAO-37-33,Diplodus spp,Sargo breams nei,Italy,2012,Historic,FAO,Neis,0.829486705,1.247012345,755,729.9057235,1516502.201,4881.281485,2847.466768,8018755.319,Miscellaneous coastal fishes,37
1071945,8729-FAO-34-33,Diplodus spp,Sargo breams nei,Mauritania,2012,Historic,FAO,Neis,0.829486705,1.247012345,431,416.6746581,865711.8527,2786.532874,2847.466768,4577594.096,Miscellaneous coastal fishes,34
1072008,9151-FAO-34-33,Diplodus spp,Sargo breams nei,Morocco,2012,Historic,FAO,Neis,0.829486705,1.247012345,2219,2145.246093,4457110.443,14346.44187,2847.466768,23567706.03,Miscellaneous coastal fishes,34
1072071,9152-FAO-37-33,Diplodus spp,Sargo breams nei,Morocco,2012,Historic,FAO,Neis,0.829486705,1.247012345,151,145.9811447,303300.4403,976.256297,2847.466768,1603751.064,Miscellaneous coastal fishes,37
1081638,10310-FAO-37-38,Mustelus spp,Smooth-hounds nei,Palestine,2012,Historic,FAO,Neis,1.147259804,0.683348232,2,2.551092129,215.7973149,23.59782519,886.7251575,8728.32739,"Sharks, rays, chimaeras",37
1081701,10501-FAO-87-38,Mustelus spp,Smooth-hounds nei,Peru,2012,Historic,FAO,Neis,1.147259804,0.683348232,4491,5728.477376,484572.8707,52988.91646,886.7251575,19599459.16,"Sharks, rays, chimaeras",87
1081764,11543-FAO-27-38,Mustelus spp,Smooth-hounds nei,Portugal,2012,Historic,FAO,Neis,1.147259804,0.683348232,9,11.47991458,971.0879171,106.1902133,886.7251575,39277.47326,"Sharks, rays, chimaeras",27
1081827,12947-FAO-34-38,Mustelus spp,Smooth-hounds nei,Senegal,2012,Historic,FAO,Neis,1.147259804,0.683348232,1431,1825.306418,154402.9788,16884.24392,886.7251575,6245118.248,"Sharks, rays, chimaeras",34
1081890,13234-FAO-37-38,Mustelus spp,Smooth-hounds nei,Slovenia,2012,Historic,FAO,Neis,1.147259804,0.683348232,1,1.275546065,107.8986575,11.79891259,886.7251575,4364.163695,"Sharks, rays, chimaeras",37
1081953,14226-FAO-37-38,Mustelus spp,Smooth-hounds nei,Spain,2012,Historic,FAO,Neis,1.147259804,0.683348232,22,28.06201342,2373.770464,259.5760771,886.7251575,96011.60129,"Sharks, rays, chimaeras",37
1082016,15240-FAO-31-38,Mustelus spp,Smooth-hounds nei,Trinidad and Tobago,2012,Historic,FAO,Neis,1.147259804,0.683348232,139,177.300903,14997.91339,1640.04885,886.7251575,606618.7536,"Sharks, rays, chimaeras",31
1082079,15327-FAO-37-38,Mustelus spp,Smooth-hounds nei,Tunisia,2012,Historic,FAO,Neis,1.147259804,0.683348232,252,321.4376083,27190.46168,2973.325974,886.7251575,1099769.251,"Sharks, rays, chimaeras",37
1082142,15403-FAO-37-38,Mustelus spp,Smooth-hounds nei,Turkey,2012,Historic,FAO,Neis,1.147259804,0.683348232,183,233.4249298,19745.45432,2159.201005,886.7251575,798641.9562,"Sharks, rays, chimaeras",37
1082205,1882-FAO-87-38,Mustelus spp,Smooth-hounds nei,Chile,2012,Historic,FAO,Neis,1.147259804,0.683348232,29,36.99083587,3129.061066,342.1684652,886.7251575,126560.7472,"Sharks, rays, chimaeras",87
1082268,2235-FAO-31-38,Mustelus spp,Smooth-hounds nei,Colombia,2012,Historic,FAO,Neis,1.147259804,0.683348232,50,63.77730323,5394.932873,589.9456297,886.7251575,218208.1848,"Sharks, rays, chimaeras",31
1082331,2236-FAO-87-38,Mustelus spp,Smooth-hounds nei,Colombia,2012,Historic,FAO,Neis,1.147259804,0.683348232,12,15.30655278,1294.78389,141.5869511,886.7251575,52369.96434,"Sharks, rays, chimaeras",87
1082394,3167-FAO-87-38,Mustelus spp,Smooth-hounds nei,Ecuador,2012,Historic,FAO,Neis,1.147259804,0.683348232,1,1.275546065,107.8986575,11.79891259,886.7251575,4364.163695,"Sharks, rays, chimaeras",87
1082457,4156-FAO-27-38,Mustelus spp,Smooth-hounds nei,France,2012,Historic,FAO,Neis,1.147259804,0.683348232,2704,3449.076559,291757.9698,31904.25965,886.7251575,11800698.63,"Sharks, rays, chimaeras",27
1082520,4981-FAO-37-38,Mustelus spp,Smooth-hounds nei,Greece,2012,Historic,FAO,Neis,1.147259804,0.683348232,165,210.4651007,17803.27848,1946.820578,886.7251575,720087.0097,"Sharks, rays, chimaeras",37
1082583,61-FAO-37-38,Mustelus spp,Smooth-hounds nei,Albania,2012,Historic,FAO,Neis,1.147259804,0.683348232,24,30.61310555,2589.567779,283.1739022,886.7251575,104739.9287,"Sharks, rays, chimaeras",37
1082646,6405-FAO-37-38,Mustelus spp,Smooth-hounds nei,Italy,2012,Historic,FAO,Neis,1.147259804,0.683348232,324,413.2769249,34959.16502,3822.84768,886.7251575,1413989.037,"Sharks, rays, chimaeras",37
1096173,10312-FAO-37-33,Mullus spp,Surmullets(=Red mullets) nei,Palestine,2012,Historic,FAO,Neis,0.742057759,1.039724123,22,28.51457153,7695.210998,64.27768203,805.9859018,24928.90566,Miscellaneous coastal fishes,37
1096236,11580-FAO-34-33,Mullus spp,Surmullets(=Red mullets) nei,Portugal,2012,Historic,FAO,Neis,0.742057759,1.039724123,1,1.296116888,349.7823181,2.92171282,805.9859018,1133.132075,Miscellaneous coastal fishes,34
1096299,11581-FAO-27-33,Mullus spp,Surmullets(=Red mullets) nei,Portugal,2012,Historic,FAO,Neis,0.742057759,1.039724123,9,11.66505199,3148.040863,26.29541538,805.9859018,10198.18868,Miscellaneous coastal fishes,27
